task,kind,algorithm,seed,budget,fe,physical_calls,seconds,unique_evaluated,audit_pass,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,audit_fallbacks,model_authorized,overrides,model_fits,surrogate_predictions
tour_h1,tour,nsga2_guarded,13506.5,1024.0,1024.0,1024.0,1.5638813427499751,994.5833333333334,1.0,0.12910117433682075,0.00017874342284168333,0.00020395645438594167,0.9561403508771931,0.25,18.166666666666668,19.0,0.00017874342284168333,0.00017874342431718334,0.00020395645565645,0.0,0.0,61.333333333333336,15.0,5346.666666666667
tour_h1,tour,nsga2_typed,13506.5,1024.0,1024.0,1024.0,0.6285321770833056,995.0,1.0,0.16154128201978935,0.002387323655887175,0.0014808971789473252,0.8815789473684211,0.08333333333333333,17.25,19.0,0.002387323655887175,0.0023873236568851164,0.0014808971794792417,0.0,0.0,0.0,0.0,0.0
tour_h1,tour,random_residual,13506.5,1024.0,1024.0,1024.0,1.587406934833363,974.5833333333334,1.0,0.12582213383925625,0.0011590171239724667,0.0011082922724312417,0.8640350877192983,0.0,16.666666666666668,19.0,0.0011590171239724667,0.0011590171240347,0.0011082922732464082,0.0,0.0,429.0833333333333,0.0,0.0
tour_h1,tour,raw_linear,13506.5,1024.0,1024.0,1024.0,1.7214429124166486,978.5,1.0,0.11527032429272739,0.00032001870806156667,0.0005109751263157666,0.9210526315789473,0.16666666666666666,17.5,19.0,0.00032001870806156667,0.0003200187097707,0.0005109751279132167,0.0,0.0,26.083333333333332,15.0,4570.75
tour_h1,tour,scalar_linear,13506.5,1024.0,1024.0,1024.0,1.962911752166652,964.8333333333334,1.0,0.1143374734623737,0.00084192670369795,0.0005751177789473334,0.9385964912280702,0.3333333333333333,17.833333333333332,19.0,0.00084192670369795,0.0008419267020208667,0.000575117778347175,0.0,0.0,393.0,15.0,4177.583333333333
tour_h1,tour,unguarded_linear,13506.5,1024.0,1024.0,1024.0,1.8444891243333548,984.0,1.0,0.10130519053083976,9.976277975836668e-05,0.00016187225745613334,0.9780701754385964,0.75,18.583333333333332,19.0,9.976277975836668e-05,9.976278032124168e-05,0.00016187225807202498,0.0,0.0,36.0,15.0,4685.333333333333
tour_h2,tour,fast_v10,13506.5,1024.0,1024.0,1024.0,0.6024669919166475,997.0,1.0,0.13240169626739154,0.0008621507899447796,0.000647436161341275,0.9375,0.3333333333333333,19.166666666666668,20.0,0.0008621507899447796,0.0008621507917501392,0.000616605868523713,0.0,0.0,0.0,0.0,0.0
tour_h2,tour,guarded_linear,13506.5,1024.0,1024.0,1024.0,1.5547944919166525,1004.0,1.0,0.10022633922628305,0.0,0.0,1.0,1.0,20.0,20.0,0.0,0.0,2.6433881538694198e-18,0.0,0.0,35.0,15.0,5500.583333333333
tour_h2,tour,no_uncertainty_linear,13506.5,1024.0,1024.0,1024.0,1.5068068880833418,1003.5833333333334,1.0,0.10149675985981306,0.0,0.0,1.0,1.0,20.0,20.0,0.0,0.0,2.6433881538694198e-18,0.0,0.0,31.666666666666668,15.0,5524.583333333333
tour_h2,tour,nsga2_guarded,13506.5,1024.0,1024.0,1024.0,1.4981615684166627,999.5833333333334,1.0,0.12544277240944066,3.7000674678424997e-05,5.7684211666658334e-05,0.9916666666666667,0.8333333333333334,19.916666666666668,20.0,3.7000674678424997e-05,3.70006749609e-05,5.493734466363609e-05,0.0,0.0,64.16666666666667,15.0,5634.75
tour_h2,tour,nsga2_typed,13506.5,1024.0,1024.0,1024.0,0.5564616995833376,997.5833333333334,1.0,0.16492649546008242,0.0006100551224574905,0.000656959172753975,0.9125,0.25,18.416666666666668,20.0,0.0006100551224574905,0.0006100551236785013,0.0006256754018816082,0.0,0.0,0.0,0.0,0.0
tour_h2,tour,random_residual,13506.5,1024.0,1024.0,1024.0,1.1059420215000273,1003.0833333333334,1.0,0.13092304642594985,0.0006821249072819835,0.00034478753179546665,0.9833333333333334,0.6666666666666666,19.833333333333332,20.0,0.0006821249072819835,0.0006821249072976834,0.0003283690778159911,0.0,0.0,531.6666666666666,0.0,0.0
tour_h2,tour,raw_linear,13506.5,1024.0,1024.0,1024.0,1.338573131083346,999.1666666666666,1.0,0.12227824985606643,0.00015306521618742137,0.00011459960875,0.9625,0.5,19.25,20.0,0.00015306521618742137,0.0001530652172417141,0.00010914248484700516,0.0,0.0,25.333333333333332,15.0,5378.333333333333
tour_h2,tour,scalar_linear,13506.5,1024.0,1024.0,1024.0,1.470959246749942,1004.4166666666666,1.0,0.11380070589205371,0.0,0.0,1.0,1.0,20.0,20.0,0.0,0.0,2.6433881538694198e-18,0.0,0.0,542.4166666666666,15.0,5461.333333333333
tour_h2,tour,unguarded_linear,13506.5,1024.0,1024.0,1024.0,1.5732684653333042,1004.0,1.0,0.10022633922628305,0.0,0.0,1.0,1.0,20.0,20.0,0.0,0.0,2.6433881538694198e-18,0.0,0.0,35.0,15.0,5500.583333333333
tour_h3,tour,fast_v10,13506.5,1024.0,1024.0,1024.0,0.9371934086666632,957.5833333333334,1.0,0.09880624429734974,0.0006928503211709705,0.0004349614725353901,0.9362745098039215,0.08333333333333333,16.083333333333332,17.0,0.0006928503211709705,0.0006928503211545319,0.0004349614704644055,0.0,0.0,0.0,0.0,0.0
tour_h3,tour,guarded_linear,13506.5,1024.0,1024.0,1024.0,2.0229610349166856,960.5833333333334,1.0,0.08518939625283899,3.899160135149109e-06,2.5502426470588923e-05,0.9754901960784313,0.5833333333333334,16.583333333333332,17.0,3.899160135149109e-06,3.899159831762659e-06,2.550242473265043e-05,0.0,0.0,36.666666666666664,15.0,4283.833333333333
tour_h3,tour,no_uncertainty_linear,13506.5,1024.0,1024.0,1024.0,2.011952145249969,964.9166666666666,1.0,0.08710823369911025,7.798320270298218e-07,5.100485294117784e-06,0.9950980392156863,0.9166666666666666,16.916666666666668,17.0,7.798320270298218e-07,7.798319663525317e-07,5.100484946530085e-06,0.0,0.0,34.5,15.0,4379.416666666667
tour_h3,tour,nsga2_guarded,13506.5,1024.0,1024.0,1024.0,1.8035959062500335,977.0833333333334,1.0,0.10638139631171989,0.0,0.0,1.0,1.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,55.916666666666664,15.0,5004.25
tour_h3,tour,nsga2_typed,13506.5,1024.0,1024.0,1024.0,0.7122777495833551,981.5833333333334,1.0,0.13346045843036694,0.001957208414347525,0.0011743292239384583,0.926470588235294,0.16666666666666666,16.5,17.0,0.001957208414347525,0.0019572084136266835,0.0011743292240667333,0.0,0.0,0.0,0.0,0.0
tour_h3,tour,random_residual,13506.5,1024.0,1024.0,1024.0,1.624917098583315,960.75,1.0,0.10237416136055043,0.0013643273438128595,0.0008179477842728855,0.9411764705882352,0.3333333333333333,16.416666666666668,17.0,0.0013643273438128595,0.0013643273421211136,0.0008179477828624268,0.0,0.0,391.3333333333333,0.0,0.0
tour_h3,tour,raw_linear,13506.5,1024.0,1024.0,1024.0,1.9418189634999408,950.4166666666666,1.0,0.09317742889446408,0.0005639936170061061,0.0003420973666530284,0.9558823529411763,0.25,16.5,17.0,0.0005639936170061061,0.0005639936180243992,0.00034209736640765696,0.0,0.0,30.833333333333332,15.0,3962.0
tour_h3,tour,scalar_linear,13506.5,1024.0,1024.0,1024.0,2.2833318295833656,927.5,1.0,0.09384381870467699,0.0015034149800675085,0.0008386166348038584,0.9019607843137254,0.0,15.416666666666666,17.0,0.0015034149800675085,0.001503414982110775,0.0008386166340137916,0.0,0.0,300.9166666666667,15.0,3535.1666666666665
tour_h3,tour,unguarded_linear,13506.5,1024.0,1024.0,1024.0,1.9226543954166952,960.5833333333334,1.0,0.08518939625283899,3.899160135149109e-06,2.5502426470588923e-05,0.9754901960784313,0.5833333333333334,16.583333333333332,17.0,3.899160135149109e-06,3.899159831762659e-06,2.550242473265043e-05,0.0,0.0,36.666666666666664,15.0,4283.833333333333
tour_h4,tour,fast_v10,13506.5,1024.0,1024.0,1024.0,0.5970313516666769,1000.0833333333334,1.0,0.1271613651414861,0.007844134731150742,0.004543135767088541,0.8055555555555555,0.0,22.166666666666668,24.0,0.007844134731150742,0.007844134730211975,0.004361410336193867,0.0,0.0,0.0,0.0,0.0
tour_h4,tour,guarded_linear,13506.5,1024.0,1024.0,1024.0,1.5350237344166733,1005.3333333333334,1.0,0.1061097040458001,0.002868812970254306,0.0015311834699913054,0.9236111111111112,0.4166666666666667,23.5,24.0,0.002868812970254306,0.0028688129704927917,0.0014699361311665646,0.0,0.0,60.666666666666664,15.0,5697.833333333333
tour_h4,tour,no_uncertainty_linear,13506.5,1024.0,1024.0,1024.0,1.502000245083309,1006.8333333333334,1.0,0.10714486475495007,0.002334353983458122,0.00126236197635835,0.9340277777777778,0.5,23.5,24.0,0.002334353983458122,0.00233435398324405,0.0012118674971831388,0.0,0.0,49.5,15.0,5784.666666666667
tour_h4,tour,nsga2_guarded,13506.5,1024.0,1024.0,1024.0,1.4790366491667062,1006.25,1.0,0.12607768946315642,0.0036005704204733753,0.001998674376715972,0.8958333333333334,0.16666666666666666,23.166666666666668,24.0,0.0036005704204733753,0.00360057042007385,0.001918727401521851,0.0,0.0,73.0,15.0,5811.166666666667
tour_h4,tour,nsga2_typed,13506.5,1024.0,1024.0,1024.0,0.47714814574997416,1006.75,1.0,0.1628079641564632,0.008038097563170374,0.004884063568415183,0.7916666666666666,0.0,22.166666666666668,24.0,0.008038097563170374,0.008038097561388376,0.004688701024933125,0.0,0.0,0.0,0.0,0.0
tour_h4,tour,random_residual,13506.5,1024.0,1024.0,1024.0,1.0513141820833691,1009.5833333333334,1.0,0.13886340734238448,0.006377056348995158,0.003567142807229025,0.8055555555555555,0.0,22.25,24.0,0.006377056348995158,0.006377056347676851,0.003424457093849058,0.0,0.0,570.4166666666666,0.0,0.0
tour_h4,tour,raw_linear,13506.5,1024.0,1024.0,1024.0,1.2715549462499969,1001.5833333333334,1.0,0.12981543120826847,0.006089806920051225,0.003471050014298875,0.8263888888888888,0.0,22.833333333333332,24.0,0.006089806920051225,0.006089806917882975,0.003332208012944067,0.0,0.0,27.833333333333332,15.0,5594.166666666667
tour_h4,tour,scalar_linear,13506.5,1024.0,1024.0,1024.0,1.5397923433333365,1003.3333333333334,1.0,0.12475354169175086,0.003820114700716817,0.0020633982060815417,0.9027777777777778,0.3333333333333333,23.0,24.0,0.003820114700716817,0.0038201147000124333,0.0019808622776424176,0.0,0.0,545.4166666666666,15.0,5461.75
tour_h4,tour,unguarded_linear,13506.5,1024.0,1024.0,1024.0,1.5043615300832964,1005.3333333333334,1.0,0.1061097040458001,0.002868812970254306,0.0015311834699913056,0.9236111111111112,0.4166666666666667,23.5,24.0,0.002868812970254306,0.0028688129704927917,0.0014699361311665646,0.0,0.0,60.666666666666664,15.0,5697.833333333333
