algorithm,count,mean,median
fast_v10,12,0.9084360637500026,0.8334729124999285
guarded_linear,12,1.912397385416682,1.813045008500012
no_uncertainty_linear,12,1.9662353466666598,1.7764443620000065
nsga2_guarded,12,1.6025601508333505,1.5005270045000998
nsga2_typed,12,0.6987179652499739,0.5726003455000637
