task,kind,partition,algorithm,seed,budget,fe,physical_calls,seconds,unique_evaluated,audit_pass,audit_fallbacks,model_authorized,overrides,model_fits,surrogate_predictions,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,reference_kind
job_n12,job,stress,no_uncertainty_linear,13901,2048,2048,2048,4.361704031000045,2040,True,0,0,33,31,9443,0.1589510074010379,0.0049148702975202055,0.002304556288052846,0.8275862068965517,False,25,29,0.0049148702975202055,0.004914870290465615,0.002304556283761779,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_typed,13902,2048,2048,2048,0.8400211660000423,2048,True,0,0,0,0,0,0.3185202960992273,0.05359393439217282,0.03140831004731208,0.2545454545454545,False,31,55,0.05359393439217282,0.053593934404975944,0.031408310051892215,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_typed,13906,2048,2048,2048,0.9333893299999544,2048,True,0,0,0,0,0,0.2873969139735905,0.04120229767276896,0.03088399380334852,0.23636363636363636,False,30,55,0.04120229767276896,0.04120229768044279,0.03088399380671629,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_guarded,13903,2048,2048,2048,3.32669520200011,2048,True,0,0,324,31,13098,0.30976983287801424,0.024131711523460157,0.01250248475893153,0.36363636363636365,False,32,55,0.0224241319402331,0.024131711530899613,0.012502484757987273,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_guarded,13904,2048,2048,2048,3.0897044729999834,2048,True,0,0,253,31,13190,0.22041668688162597,0.01560255935013626,0.011475426619083776,0.32727272727272727,False,32,55,0.013750207179980914,0.015602559356664504,0.011475426617637825,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_guarded,13901,2048,2048,2048,3.149911645000202,2048,True,0,0,272,31,13005,0.21232898044964155,0.01158217902569979,0.00726759236673867,0.38181818181818183,False,32,55,0.009711719120383669,0.01158217901771893,0.007267592360209227,pooled_observations_NOT_exact
tour_n16,tour,stress,no_uncertainty_linear,13904,2048,2048,2048,2.70303987300008,2048,True,0,0,169,31,14146,0.2027749280587221,0.014881880158659539,0.009392711310950026,0.34545454545454546,False,32,55,0.012752637407991074,0.014881880163360468,0.0093927113153114,pooled_observations_NOT_exact
tour_n16,tour,stress,no_uncertainty_linear,13906,2048,2048,2048,2.724161636999952,2048,True,0,0,209,31,14197,0.22576375947451155,0.03108782035075612,0.018974941431109938,0.3090909090909091,False,32,55,0.029921789266349908,0.031087820350432466,0.018974941431762805,pooled_observations_NOT_exact
tour_n16,tour,stress,no_uncertainty_linear,13902,2048,2048,2048,3.240374365999969,2048,True,0,0,147,31,13342,0.21810121824693465,0.004343028871939524,0.002708288450510803,0.5272727272727272,False,32,55,0.004249758367199963,0.0043430288638960915,0.0027082884496390717,pooled_observations_NOT_exact
tour_n16,tour,stress,fast_v10,13902,2048,2048,2048,0.8220365490001313,2048,True,0,0,0,0,0,0.25333636479493876,0.04069673384980615,0.02249758488094957,0.32727272727272727,False,29,55,0.04069673384980615,0.040696733840810455,0.02249758488204453,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_guarded,13906,2048,2048,2048,3.611775133000037,2048,True,0,0,294,31,13097,0.2389934577891936,0.025793795806234823,0.01751441653554009,0.2727272727272727,False,32,55,0.024593632076986522,0.025793795798241422,0.017514416528419303,pooled_observations_NOT_exact
tour_n16,tour,stress,nsga2_typed,13905,2048,2048,2048,0.8638873990000775,2048,True,0,0,0,0,0,0.2557190748887435,0.047480557332794826,0.02814366092204307,0.2909090909090909,False,32,55,0.047480557332794826,0.04748055733030323,0.028143660915873187,pooled_observations_NOT_exact
tour_n16,tour,stress,no_uncertainty_linear,13903,2048,2048,2048,2.7258492299999943,2048,True,0,0,139,31,14356,0.23346543396016747,0.04297012741772684,0.027129758484406855,0.23636363636363636,False,32,55,0.04247746685152205,0.04297012740807306,0.027129758475837228,pooled_observations_NOT_exact
tour_n16,tour,stress,no_uncertainty_linear,13901,2048,2048,2048,3.150458294999908,2048,True,0,0,197,31,13720,0.18488754385444553,0.012059600004379592,0.008045372022703393,0.32727272727272727,False,32,55,0.010270759723098915,0.012059600008638515,0.008045372023305863,pooled_observations_NOT_exact
