task,kind,partition,algorithm,seed,budget,fe,physical_calls,seconds,unique_evaluated,audit_pass,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,audit_fallbacks,model_authorized,model_fits,surrogate_predictions,stage,overrides
tour_dev,tour,development,nsga2_typed,13103,512,512,512,0.2083544669999923,511,True,0.1349683547425884,0.0145137573263968,0.0072360436829985,0.5714285714285714,False,20.0,28.0,0.0145137573263968,0.0145137573254484,0.0072360436825484,0,0,0,0,dev,
rgv_g1,rgv,development,mission_one_step,13102,512,512,512,0.4574034290000099,512,True,0.140752832564645,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
job_dev,job,development,harness_no_uncertainty,13104,512,512,512,1.4303662230000214,511,True,0.149777199289126,0.0029328806896799,0.001335693659375,0.875,False,28.0,32.0,0.0029328806896799,0.0029328806924928,0.0013356936605136,0,112,7,2688,dev,
job_dev,job,development,surrogate_scalar,13104,512,512,512,1.5235969860000296,511,True,0.1353754970151912,0.0028749371326882,0.001468849065625,0.8125,False,28.0,32.0,0.0028749371326882,0.0028749371371136,0.0014688490657989,0,112,7,2688,dev,
tour_dev,tour,development,mission_one_step,13102,512,512,512,0.6103302719999988,512,True,0.1554176226900953,0.0176352201812832,0.0093487891357142,0.6785714285714286,False,19.0,28.0,0.0176352201812832,0.0176352201969503,0.0093487891444019,0,0,0,0,dev,
rgv_dev,rgv,development,nsga2_harness,13102,512,512,512,2.246985756999948,512,True,0.1697464567557662,0.0130885212854151,0.0159574468,0.75,False,3.0,4.0,0.0130885212854151,0.0130885212928798,0.0159574468085106,48,64,7,2688,dev,
rgv_dev,rgv,development,fast_v10,13102,512,512,512,0.3607572280000113,506,True,0.192459048577584,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
tour_dev,tour,development,harness_raw,13101,512,512,512,1.4753293989999747,512,True,0.1213908099379945,0.036873055212757,0.0229044260638188,0.6071428571428571,False,24.0,28.0,0.036873055212757,0.0368730552039653,0.0229044260602291,0,112,7,2688,dev,
rgv_g1,rgv,development,harness_raw,13103,512,512,512,2.468960159999994,512,True,0.1016074043855616,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
rgv_g1,rgv,development,fast_v10,13104,512,512,512,0.3719735000000241,509,True,0.1535581831628782,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
rgv_dev,rgv,development,fast_v10,13101,512,512,512,0.3871615649999853,502,True,0.1810393912789208,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,0,0,0,dev,
tour_dev,tour,development,fast_v10,13103,512,512,512,0.2728064330000279,504,True,0.1123073345099684,0.0124632001979102,0.0061685035142857,0.7142857142857143,False,21.0,28.0,0.0124632001979102,0.0124632002055349,0.0061685035193116,0,0,0,0,dev,
tour_dev,tour,development,harness,13103,512,512,512,2.0280866530000026,512,True,0.0726537065516429,0.0059232698848018,0.00274262495,0.75,False,21.0,28.0,0.0059232698848018,0.0059232698712069,0.0027426249462272,16,96,7,2688,dev,
rgv_g1,rgv,development,harness_raw,13104,512,512,512,2.3372282589999718,511,True,0.1526344130461032,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
rgv_g1,rgv,development,nsga2_typed,13104,512,512,512,0.1667588650000198,510,True,0.1653474453740679,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
rgv_g1,rgv,development,surrogate_hvi,13102,512,512,512,2.1199236580000047,512,True,0.1139747245513232,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
tour_dev,tour,development,mission,13101,512,512,512,0.2850665809999668,512,True,0.1130232639959865,0.0123661722075363,0.0062556613357142,0.7142857142857143,False,20.0,28.0,0.0123661722075363,0.0123661722118848,0.0062556613381087,0,0,0,0,dev,
job_dev,job,development,nsga2_harness,13101,512,512,512,2.294661279999957,512,True,0.0766944278590339,0.0062670351577074,0.0030472753874999,0.75,False,24.0,32.0,0.0062670351577074,0.0062670351610495,0.0030472753870298,0,112,7,2688,dev,
job_dev,job,development,harness,13102,512,512,512,1.7035476259999882,512,True,0.0877153239287439,0.012379154621862,0.0058996185564589,0.6875,False,25.0,32.0,0.012379154621862,0.0123791546246822,0.0058996185540468,0,112,7,2688,dev,
rgv_g1,rgv,development,pool_random,13102,512,512,512,1.897894980999979,512,True,0.0859298100737741,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
rgv_dev,rgv,development,mission,13102,512,512,512,1.166268709999997,512,True,0.1048104430442572,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,0,0,0,dev,
job_dev,job,development,nsga2_typed,13103,512,512,512,0.1969384380000178,506,True,0.1598101354954481,0.0090301879678089,0.0053255020119115,0.6875,False,26.0,32.0,0.0090301879678089,0.0090301879596748,0.0053255020032804,0,0,0,0,dev,
tour_dev,tour,development,fast_v10,13101,512,512,512,0.2129322189999811,506,True,0.1429504990514961,0.0319715192316183,0.0188696472589163,0.5714285714285714,False,22.0,28.0,0.0319715192316183,0.031971519225492,0.0188696472624195,0,0,0,0,dev,
rgv_dev,rgv,development,nsga2_typed,13104,512,512,512,0.3153730850000329,510,True,0.3365064311066537,0.0164829017676958,0.011071623825,0.5,False,3.0,4.0,0.0164829017676958,0.0164829017921996,0.0110716238381629,0,0,0,0,dev,
rgv_dev,rgv,development,nsga2_harness,13101,512,512,512,2.5529277649999926,512,True,0.2283615399408684,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,48,64,7,2688,dev,
job_dev,job,development,nsga2_harness,13102,512,512,512,2.672551196000029,512,True,0.1023316288369159,0.0094401111497808,0.0050462967438619,0.71875,False,28.0,32.0,0.0094401111497808,0.0094401111443569,0.0050462967415639,16,96,7,2688,dev,
rgv_dev,rgv,development,harness,13103,512,512,512,4.368242683999995,512,True,0.0588798592049137,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,32,80,7,2688,dev,
rgv_dev,rgv,development,nsga2_typed,13102,512,512,512,0.2471367759999907,509,True,0.2184607665448405,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,0,0,0,dev,
rgv_dev,rgv,development,fast_v10,13104,512,512,512,0.4397131510000349,498,True,0.1092743634918188,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,0,0,0,dev,
rgv_dev,rgv,development,surrogate_scalar,13101,512,512,512,4.40113803700001,512,True,0.0868930397901999,0.0067028877004803,0.0042372881249999,0.75,False,4.0,4.0,0.0067028877004803,0.0067028877042084,0.0042372881355932,0,112,7,2688,dev,
job_dev,job,development,pool_random,13102,512,512,512,0.9416158159999668,512,True,0.0928408230540514,0.0088446097587279,0.0039949671259632,0.65625,False,25.0,32.0,0.0088446097587279,0.0088446097547621,0.0039949671200365,0,0,0,0,dev,
rgv_dev,rgv,development,pool_random,13103,512,512,512,3.793596449000006,512,True,0.0436099176984275,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,0,0,0,dev,
job_dev,job,development,mission_one_step,13104,512,512,512,0.3904428719999941,511,True,0.1258958579895863,0.0061102715022463,0.00264063149375,0.8125,False,26.0,32.0,0.0061102715022463,0.006110271493336,0.002640631488862,0,0,0,0,dev,
rgv_g1,rgv,development,harness,13103,512,512,512,2.787817491999988,512,True,0.0997760500141873,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,1,111,7,2688,dev,
job_dev,job,development,nsga2_harness,13103,512,512,512,2.4509757849999687,512,True,0.115758751609479,0.0063636808116501,0.0031400188052651,0.78125,False,30.0,32.0,0.0063636808116501,0.0063636808226324,0.0031400188067558,0,112,7,2688,dev,
job_dev,job,development,surrogate_hvi,13104,512,512,512,1.4394682999999873,511,True,0.1415648940023254,0.0034277595557227,0.001947091965625,0.8125,False,27.0,32.0,0.0034277595557227,0.003427759559037,0.0019470919645968,0,112,7,2688,dev,
job_dev,job,development,harness_no_uncertainty,13101,512,512,512,1.6911731740000278,512,True,0.0855915278733775,0.0028749881663719,0.001468849065625,0.8125,False,27.0,32.0,0.0028749881663719,0.0028749881710579,0.0014688490657989,16,96,7,2688,dev,
tour_dev,tour,development,harness_no_uncertainty,13101,512,512,512,1.9984324769999944,512,True,0.1145225382485654,0.0059232698848018,0.00274262495,0.75,False,21.0,28.0,0.0059232698848018,0.0059232698712069,0.0027426249462272,0,112,7,2688,dev,
job_dev,job,development,mission,13103,512,512,512,0.7974204460000465,512,True,0.0885602566315199,0.0075988005428143,0.0043774005071933,0.65625,False,26.0,32.0,0.0075988005428143,0.0075988005482093,0.0043774005101447,0,0,0,0,dev,
rgv_dev,rgv,development,surrogate_hvi,13103,512,512,512,4.239243601999988,512,True,0.0588798592049137,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,112,7,2688,dev,
rgv_g1,rgv,development,harness_raw,13101,512,512,512,2.225701565999998,512,True,0.1520614784689002,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,16,96,7,2688,dev,
rgv_dev,rgv,development,pool_random,13104,512,512,512,4.082800176999967,511,True,0.1006596022892467,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,0,0,0,dev,
tour_dev,tour,development,fast_v10,13102,512,512,512,0.1995707750000406,509,True,0.1454817090130131,0.0145810619032454,0.0075489898004922,0.7142857142857143,False,22.0,28.0,0.0145810619032454,0.0145810618870187,0.0075489897905635,0,0,0,0,dev,
rgv_dev,rgv,development,surrogate_hvi,13101,512,512,512,3.840149010999994,512,True,0.0990548451106423,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,112,7,2688,dev,
rgv_dev,rgv,development,nsga2_typed,13101,512,512,512,0.2147367450000388,511,True,0.1149455789786409,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
job_dev,job,development,fast_v10,13102,512,512,512,0.2462389809999763,509,True,0.103470491717643,0.0162170103718011,0.0099871756070844,0.5625,False,27.0,32.0,0.0162170103718011,0.0162170103695093,0.0099871756052152,0,0,0,0,dev,
rgv_dev,rgv,development,surrogate_hvi,13102,512,512,512,2.558139466999989,512,True,0.200352235577116,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
tour_dev,tour,development,harness_raw,13103,512,512,512,1.949600309999994,512,True,0.0941593763478209,0.0159997058925441,0.0080004157214285,0.6785714285714286,False,20.0,28.0,0.0159997058925441,0.0159997058905982,0.0080004157215941,16,96,7,2688,dev,
tour_dev,tour,development,pool_random,13103,512,512,512,1.4574689519999993,512,True,0.0812826015038656,0.0151807522572041,0.0081279106626205,0.6785714285714286,False,20.0,28.0,0.0151807522572041,0.0151807522605934,0.0081279106656657,0,0,0,0,dev,
rgv_g1,rgv,development,harness,13104,512,512,512,2.843342066000048,511,True,0.171146364387432,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
job_dev,job,development,nsga2_typed,13102,512,512,512,0.2008527699999831,508,True,0.0893668772636209,0.0081950295675246,0.0050138174120973,0.6875,False,26.0,32.0,0.0081950295675246,0.0081950295616246,0.0050138174046293,0,0,0,0,dev,
job_dev,job,development,harness_no_uncertainty,13103,512,512,512,1.8332292410000264,512,True,0.1301239156341434,0.0121310787575923,0.0061662904419835,0.71875,False,27.0,32.0,0.0121310787575923,0.0121310787456932,0.006166290433483,16,96,7,2688,dev,
tour_dev,tour,development,surrogate_scalar,13104,512,512,512,1.8752411649999767,511,True,0.0795880020554743,0.003211519389225,0.0025014298678571,0.7857142857142857,False,22.0,28.0,0.003211519389225,0.0032115193962855,0.0025014298725257,0,112,7,2688,dev,
job_dev,job,development,surrogate_hvi,13101,512,512,512,1.6510513719999835,512,True,0.07739256125212,0.0024943382742845,0.001009360034375,0.875,False,29.0,32.0,0.0024943382742845,0.0024943382811147,0.0010093600381985,0,112,7,2688,dev,
job_dev,job,development,harness_raw,13102,512,512,512,1.445091916000024,512,True,0.0840384146029201,0.0050866593224878,0.0030982626297025,0.75,False,25.0,32.0,0.0050866593224878,0.0050866593149193,0.0030982626257981,0,112,7,2688,dev,
job_dev,job,development,mission,13101,512,512,512,0.342900544000031,512,True,0.0888884057576113,0.0058122253922481,0.0026782930547025,0.78125,False,27.0,32.0,0.0058122253922481,0.0058122253932369,0.0026782930541206,0,0,0,0,dev,
rgv_dev,rgv,development,harness_raw,13101,512,512,512,3.4815789720000225,512,True,0.1053057053468572,0.0067028877004803,0.0042372881249999,0.75,False,4.0,4.0,0.0067028877004803,0.0067028877042084,0.0042372881355932,48,64,7,2688,dev,
tour_dev,tour,development,nsga2_typed,13104,512,512,512,0.2127081140000086,511,True,0.134954905851356,0.0133421478320554,0.0065894429458214,0.6785714285714286,False,21.0,28.0,0.0133421478320554,0.013342147835924,0.0065894429499865,0,0,0,0,dev,
job_dev,job,development,nsga2_harness,13104,512,512,512,2.4848434870000347,511,True,0.161444330788207,0.0010317895171156,0.0011955488624999,0.875,False,29.0,32.0,0.0010317895171156,0.0010317895150092,0.0011955488593751,0,112,7,2688,dev,
job_dev,job,development,fast_v10,13101,512,512,512,0.2215077889999861,507,True,0.0989721100270194,0.0060746932542655,0.0028207557867674,0.71875,False,27.0,32.0,0.0060746932542655,0.0060746932471574,0.0028207557801378,0,0,0,0,dev,
rgv_g1,rgv,development,nsga2_typed,13103,512,512,512,0.1967806780000387,509,True,0.071179705997787,0.0024096081034937,0.0012675506999999,0.5,False,5.0,4.0,0.0024096081034937,0.0024096081073941,0.0012675507020281,0,0,0,0,dev,
job_dev,job,development,harness,13103,512,512,512,2.2043679230000066,512,True,0.1199694230453629,0.0190929282377089,0.0096463005249229,0.6875,False,24.0,32.0,0.0190929282377089,0.0190929282429789,0.0096463005249801,0,112,7,2688,dev,
job_dev,job,development,harness_raw,13103,512,512,512,1.8272521130000428,512,True,0.1327399398861401,0.0279923175460726,0.0150308415095407,0.5625,False,31.0,32.0,0.0279923175460726,0.027992317531018,0.0150308414982709,16,96,7,2688,dev,
tour_dev,tour,development,surrogate_hvi,13103,512,512,512,1.9252764419999835,512,True,0.0745087735990131,0.0098433865294526,0.0056312611999999,0.6785714285714286,False,20.0,28.0,0.0098433865294526,0.0098433865153622,0.0056312611945134,0,112,7,2688,dev,
job_dev,job,development,pool_random,13101,512,512,512,1.0422726369999964,512,True,0.0880072194302754,0.0103445967058689,0.0049929990984266,0.6875,False,26.0,32.0,0.0103445967058689,0.0103445967001546,0.0049929990928912,0,0,0,0,dev,
tour_dev,tour,development,harness_no_uncertainty,13102,512,512,512,1.669194391000019,512,True,0.1743138720770725,0.0613516849611389,0.0412753913667026,0.6071428571428571,False,20.0,28.0,0.0613516849611389,0.0613516849578176,0.0412753913704064,0,112,7,2688,dev,
tour_dev,tour,development,mission_one_step,13104,512,512,512,0.4730449460000159,511,True,0.0966091339505679,0.0058785661020239,0.0031910579308318,0.75,False,22.0,28.0,0.0058785661020239,0.0058785661061754,0.0031910579349614,0,0,0,0,dev,
rgv_g1,rgv,development,mission,13103,512,512,512,0.7217944149999767,512,True,0.0853221867754372,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
tour_dev,tour,development,harness_raw,13102,512,512,512,1.8375390969999896,512,True,0.1802339566223055,0.0768656550671147,0.0531318804035714,0.6071428571428571,False,18.0,28.0,0.0768656550671147,0.0768656550500734,0.0531318803960325,0,112,7,2688,dev,
tour_dev,tour,development,nsga2_typed,13102,512,512,512,0.233876242000008,506,True,0.2074786069870592,0.0173192634169692,0.0087884269214285,0.5714285714285714,False,18.0,28.0,0.0173192634169692,0.0173192633903788,0.0087884269062725,0,0,0,0,dev,
job_dev,job,development,nsga2_typed,13101,512,512,512,0.1949883959999852,504,True,0.122769557309842,0.0089007583457974,0.0050651799005926,0.65625,False,23.0,32.0,0.0089007583457974,0.0089007583353242,0.0050651798945871,0,0,0,0,dev,
rgv_dev,rgv,development,mission_one_step,13104,512,512,512,1.248895015999949,511,True,0.1153749454711026,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,0,0,0,dev,
rgv_dev,rgv,development,nsga2_harness,13104,512,512,512,2.4367380329999837,511,True,0.2672424630115766,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,32,80,7,2688,dev,
rgv_g1,rgv,development,nsga2_typed,13101,512,512,512,0.2015649570000164,508,True,0.1464928819708684,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
rgv_dev,rgv,development,harness,13101,512,512,512,4.16234766499997,512,True,0.1023418839913411,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,32,80,7,2688,dev,
rgv_g1,rgv,development,surrogate_scalar,13104,512,512,512,2.123366298000008,511,True,0.1807089581172871,0.0012269943753027,0.000975039,0.75,False,5.0,4.0,0.0012269943753027,0.0012269943775461,0.00097503900156,0,112,7,2688,dev,
tour_dev,tour,development,surrogate_hvi,13102,512,512,512,1.7985058520000052,512,True,0.1449497988147422,0.0115732669361119,0.0061421513692807,0.6785714285714286,False,21.0,28.0,0.0115732669361119,0.011573266936405,0.0061421513641508,0,112,7,2688,dev,
job_dev,job,development,mission_one_step,13103,512,512,512,0.7374845349999646,512,True,0.0918088537956118,0.0081061890245217,0.0043364595193426,0.6875,False,28.0,32.0,0.0081061890245217,0.0081061890347843,0.0043364595226827,0,0,0,0,dev,
rgv_dev,rgv,development,harness_raw,13104,512,512,512,4.229781862999971,511,True,0.1027468004167405,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,32,80,7,2688,dev,
rgv_g1,rgv,development,harness_no_uncertainty,13104,512,512,512,2.5625031669999885,511,True,0.1513943655387592,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
job_dev,job,development,harness,13104,512,512,512,1.4176548350000076,511,True,0.1415648940023254,0.0034277595557227,0.001947091965625,0.8125,False,27.0,32.0,0.0034277595557227,0.003427759559037,0.0019470919645968,0,112,7,2688,dev,
job_dev,job,development,surrogate_hvi,13102,512,512,512,1.6969755200000236,512,True,0.0877153239287439,0.012379154621862,0.0058996185564589,0.6875,False,25.0,32.0,0.012379154621862,0.0123791546246822,0.0058996185540468,0,112,7,2688,dev,
tour_dev,tour,development,surrogate_scalar,13102,512,512,512,2.001348202000031,512,True,0.1755568706030245,0.0667873742976811,0.0468584565856766,0.6071428571428571,False,21.0,28.0,0.0667873742976811,0.0667873742766549,0.0468584565799873,0,112,7,2688,dev,
rgv_dev,rgv,development,mission,13101,512,512,512,1.2934908160000305,512,True,0.1810393912789208,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,0,0,0,dev,
job_dev,job,development,pool_random,13104,512,512,512,1.0625877400000263,511,True,0.142200073184401,0.0031120749952997,0.0012338235812499,0.8125,False,27.0,32.0,0.0031120749952997,0.003112074996102,0.0012338235799845,0,0,0,0,dev,
rgv_g1,rgv,development,mission,13104,512,512,512,0.7569674070000474,511,True,0.1649896590343369,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
rgv_g1,rgv,development,nsga2_harness,13101,512,512,512,2.10027493299998,512,True,0.1441978150859319,0.0012269943753027,0.000975039,0.75,False,5.0,4.0,0.0012269943753027,0.0012269943775461,0.00097503900156,1,111,7,2688,dev,
rgv_g1,rgv,development,fast_v10,13101,512,512,512,0.2864242640000043,508,True,0.1019190479123491,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
tour_dev,tour,development,harness,13104,512,512,512,2.0573514820000014,511,True,0.0831844286033084,0.0104986766849702,0.0060910316090337,0.7142857142857143,False,21.0,28.0,0.0104986766849702,0.0104986766943462,0.0060910316156639,16,96,7,2688,dev,
job_dev,job,development,mission,13104,512,512,512,0.2950892719999842,511,True,0.1072695561526527,0.0044419000748417,0.0017516154383313,0.78125,False,27.0,32.0,0.0044419000748417,0.0044419000792438,0.0017516154381387,0,0,0,0,dev,
job_dev,job,development,fast_v10,13103,512,512,512,0.2978134589999968,508,True,0.1006445775540698,0.0055402078131411,0.002084690921875,0.78125,False,25.0,32.0,0.0055402078131411,0.0055402078062737,0.0020846909163584,0,0,0,0,dev,
tour_dev,tour,development,surrogate_scalar,13103,512,512,512,2.019869098000015,512,True,0.0744450671610517,0.0059322187826849,0.0027662657071428,0.7142857142857143,False,20.0,28.0,0.0059322187826849,0.0059322187682003,0.002766265701055,0,112,7,2688,dev,
rgv_g1,rgv,development,fast_v10,13102,512,512,512,0.3550834760000043,509,True,0.0898864753304527,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
rgv_g1,rgv,development,fast_v10,13103,512,512,512,0.3270696580000276,509,True,0.0368331311545752,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
tour_dev,tour,development,pool_random,13101,512,512,512,1.308268940000005,512,True,0.1127079187431134,0.0098450434121133,0.0044697654,0.7857142857142857,False,22.0,28.0,0.0098450434121133,0.009845043409215,0.0044697653978205,0,0,0,0,dev,
rgv_g1,rgv,development,harness_no_uncertainty,13103,512,512,512,2.0552520950000144,512,True,0.0821684848950004,0.0048479330968042,0.0036173445610083,0.75,False,6.0,4.0,0.0048479330968042,0.0048479331044753,0.0036173445662468,0,112,7,2688,dev,
tour_dev,tour,development,harness_no_uncertainty,13104,512,512,512,2.291979663999996,511,True,0.0940617274890258,0.0194029177547524,0.0096571285857142,0.6428571428571429,False,18.0,28.0,0.0194029177547524,0.0194029177288587,0.0096571285711829,16,96,7,2688,dev,
job_dev,job,development,surrogate_scalar,13101,512,512,512,1.8135314699999867,512,True,0.0876820408320172,0.0038400169531704,0.0018656248156249,0.78125,False,25.0,32.0,0.0038400169531704,0.003840016952656,0.0018656248144212,0,112,7,2688,dev,
rgv_g1,rgv,development,mission_one_step,13101,512,512,512,0.5565623870000422,512,True,0.2020881930127709,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
rgv_dev,rgv,development,harness_no_uncertainty,13104,512,512,512,4.530874719999986,511,True,0.1006596022892467,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,16,96,7,2688,dev,
rgv_g1,rgv,development,nsga2_harness,13103,512,512,512,2.14561786500002,512,True,0.0695490435213542,0.0024539887513519,0.000975039,0.75,False,4.0,4.0,0.0024539887513519,0.0024539887550923,0.00097503900156,0,112,7,2688,dev,
tour_dev,tour,development,nsga2_harness,13104,512,512,512,2.404240666000021,511,True,0.1053683302081476,0.0101642655701407,0.005037275544748,0.6785714285714286,False,20.0,28.0,0.0101642655701407,0.010164265564707,0.0050372755433101,0,112,7,2688,dev,
job_dev,job,development,mission_one_step,13101,512,512,512,0.4128769010000042,512,True,0.0750236248721871,0.0032118524368022,0.0012122789624999,0.84375,False,27.0,32.0,0.0032118524368022,0.00321185243592,0.0012122789601098,0,0,0,0,dev,
rgv_dev,rgv,development,mission_one_step,13103,512,512,512,1.3888409329999831,512,True,0.0385726140974336,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,0,0,0,0,dev,
tour_dev,tour,development,mission,13102,512,512,512,0.5218854240000042,512,True,0.13075146710198,0.01263192834708,0.0057258461071428,0.7142857142857143,False,21.0,28.0,0.01263192834708,0.012631928337689,0.0057258461047327,0,0,0,0,dev,
job_dev,job,development,surrogate_scalar,13103,512,512,512,1.894127964999996,512,True,0.1212083691679675,0.0063940209140363,0.0030571531342979,0.75,False,25.0,32.0,0.0063940209140363,0.0063940209134921,0.0030571531318971,0,112,7,2688,dev,
rgv_g1,rgv,development,surrogate_hvi,13101,512,512,512,2.946071030999974,512,True,0.124513823060531,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
job_dev,job,development,harness_no_uncertainty,13102,512,512,512,1.5882153019999803,512,True,0.083034528453187,0.0054743427888521,0.0027937832703275,0.78125,False,27.0,32.0,0.0054743427888521,0.0054743427901475,0.0027937832700799,0,112,7,2688,dev,
rgv_dev,rgv,development,harness,13104,512,512,512,4.431582434999996,511,True,0.1006596022892467,0.0081341092577206,0.0042372881249999,0.75,False,3.0,4.0,0.0081341092577206,0.0081341092780609,0.0042372881355932,32,80,7,2688,dev,
tour_dev,tour,development,harness_no_uncertainty,13103,512,512,512,2.055656291999981,512,True,0.0756424835435001,0.0182487738364705,0.0092398702214285,0.6428571428571429,False,20.0,28.0,0.0182487738364705,0.0182487738313071,0.0092398702197255,0,112,7,2688,dev,
rgv_g1,rgv,development,surrogate_scalar,13103,512,512,512,2.182151368000006,512,True,0.07824768310451,0.0036196334071428,0.0028763650499999,0.75,False,5.0,4.0,0.0036196334071428,0.0036196334137615,0.0028763650546022,0,112,7,2688,dev,
rgv_g1,rgv,development,pool_random,13103,512,512,512,2.0471771210000043,512,True,0.0691130689286049,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
tour_dev,tour,development,nsga2_typed,13101,512,512,512,0.1753794499999799,507,True,0.1589657772715901,0.0146816981018802,0.0067721734029643,0.6785714285714286,False,20.0,28.0,0.0146816981018802,0.014681698093314,0.0067721734021142,0,0,0,0,dev,
rgv_dev,rgv,development,surrogate_scalar,13102,512,512,512,2.4422057389999736,512,True,0.1961068745942897,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
rgv_g1,rgv,development,nsga2_harness,13102,512,512,512,2.0469216150000307,512,True,0.2107917601525012,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,16,96,7,2688,dev,
rgv_g1,rgv,development,mission,13101,512,512,512,0.4772483229999693,512,True,0.1905498772701104,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,dev,
job_dev,job,development,surrogate_scalar,13102,512,512,512,1.4811360049999962,512,True,0.0925861490393466,0.0062355366647743,0.0031857201795584,0.75,False,28.0,32.0,0.0062355366647743,0.0062355366648279,0.0031857201785859,0,112,7,2688,dev,
rgv_g1,rgv,development,harness_raw,13102,512,512,512,1.750409762000004,512,True,0.0998174284557973,0.0314601358330964,0.041083916075,0.75,False,5.0,4.0,0.0314601358330964,0.0314601358402864,0.041083916083916,0,112,7,2688,dev,
rgv_g1,rgv,development,harness,13101,512,512,512,2.894102127999986,512,True,0.124513823060531,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
rgv_g1,rgv,development,harness,13102,512,512,512,2.07684315399996,512,True,0.1139747245513232,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,112,7,2688,dev,
