task,kind,partition,algorithm,seed,budget,fe,physical_calls,seconds,unique_evaluated,audit_pass,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,audit_fallbacks,model_authorized,model_fits,surrogate_predictions,stage,overrides
job_h4,job,holdout,raw_linear,13505,1024,1024,1024,1.138165689000061,1003,True,0.1018605202445239,0.0047169844279998,0.0024771541571428,0.8571428571428571,False,25.0,28.0,0.0047169844279998,0.0047169844298515,0.0024771541598433,0,0,15,5541,confirm,37.0
rgv_h4,rgv,holdout,scalar_linear,13512,1024,1024,1024,1.5852327109998896,1017,True,0.0420632017696944,0.0014982864311507,0.0006324187583333,0.9166666666666666,False,11.0,12.0,0.0014982864311507,0.0014982864316546,0.0006324187585133,0,0,15,5615,confirm,547.0
tour_h1,tour,holdout,scalar_linear,13511,1024,1024,1024,1.9926222970000251,967,True,0.1071781046510835,0.001673801330323,0.0007392683052631,0.9473684210526316,False,18.0,19.0,0.001673801330323,0.0016738013252025,0.0007392683030071,0,0,15,4030,confirm,373.0
job_h1,job,holdout,random_residual,13504,1024,1024,1024,2.10317784200015,864,True,0.0866899041528552,0.004748272546794,0.0031656740235294,0.8823529411764706,False,15.0,17.0,0.004748272546794,0.0047482725435619,0.003165674023424,0,0,0,0,confirm,214.0
job_h2,job,holdout,scalar_linear,13512,1024,1024,1024,1.5595124320000195,1008,True,0.101119401905471,0.0147930069742501,0.004343047634999,0.7586206896551724,False,27.0,29.0,0.0147930069742501,0.0147930069751477,0.0043430476370046,0,0,15,5105,confirm,508.0
rgv_h2,rgv,holdout,no_uncertainty_linear,13501,1024,1024,1024,1.7755799179999483,977,True,0.0342313339056853,0.0,0.0,1.0,True,5.0,5.0,0.0,0.0,0.0,0,0,15,4765,confirm,174.0
tour_h4,tour,holdout,fast_v10,13510,1024,1024,1024,0.7540562829999544,986,True,0.1258458381979314,0.0155776828406934,0.0101780425414264,0.75,False,22.0,24.0,0.0155776828406934,0.0155776828360702,0.0097709208417952,0,0,0,0,confirm,0.0
job_h3,job,holdout,random_residual,13503,1024,1024,1024,1.6518906239998614,953,True,0.0965521067540409,0.0050750070921584,0.0027295130085211,0.8260869565217391,False,22.0,23.0,0.0050750070921584,0.0050750070919814,0.0027295130048814,0,0,0,0,confirm,379.0
job_h2,job,holdout,random_residual,13501,1024,1024,1024,1.3801250490000712,996,True,0.1496762314157504,0.0237036784918469,0.011414361437981,0.6551724137931034,False,26.0,29.0,0.0237036784918469,0.0237036784958576,0.0114143614390397,0,0,0,0,confirm,528.0
job_h1,job,holdout,no_uncertainty_linear,13507,1024,1024,1024,2.420963611999923,863,True,0.0880295331187595,0.004748272546794,0.0031656740235294,0.8823529411764706,False,15.0,17.0,0.004748272546794,0.0047482725435619,0.003165674023424,0,0,15,2830,confirm,10.0
job_h1,job,holdout,random_residual,13507,1024,1024,1024,2.434853338000039,890,True,0.1044744763456993,0.004748272546794,0.0031656740235294,0.8823529411764706,False,15.0,17.0,0.004748272546794,0.0047482725435619,0.003165674023424,0,0,0,0,confirm,233.0
rgv_h2,rgv,holdout,guarded_linear,13501,1024,1024,1024,1.748422464999976,991,True,0.042721378303433,0.0,0.0,1.0,True,5.0,5.0,0.0,0.0,0.0,0,0,15,4998,confirm,250.0
tour_h1,tour,holdout,scalar_linear,13504,1024,1024,1024,2.0909936670000207,950,True,0.1181027581185921,0.000205067463522,0.0004791522421052,0.9473684210526316,False,18.0,19.0,0.000205067463522,0.000205067463398,0.0004791522419502,0,0,15,3921,confirm,357.0
tour_h3,tour,holdout,unguarded_linear,13506,1024,1024,1024,1.960054009000032,960,True,0.0576529055963942,9.35798432435786e-06,6.120582352941341e-05,0.9411764705882352,False,16.0,17.0,9.35798432435786e-06,9.35798359623038e-06,6.120581935836102e-05,0,0,15,4090,confirm,28.0
rgv_h2,rgv,holdout,fast_v10,13512,1024,1024,1024,0.5599425590000919,1010,True,0.0759695718062707,0.0015520997357438,0.0005586592199999,0.8,False,5.0,5.0,0.0015520997357438,0.0015520997299621,0.000558659217877,0,0,0,0,confirm,0.0
tour_h1,tour,holdout,nsga2_typed,13501,1024,1024,1024,0.6348805929999344,988,True,0.1503633751772136,0.0095606136118563,0.0045473339526315,0.8421052631578947,False,18.0,19.0,0.0095606136118563,0.0095606136204428,0.0045473339523618,0,0,0,0,confirm,0.0
tour_h3,tour,holdout,fast_v10,13505,1024,1024,1024,0.7561703629999101,957,True,0.0927772779751939,0.0015199456388592,0.0011156907821896,0.9411764705882352,False,17.0,17.0,0.0015199456388592,0.0015199456359826,0.0011156907824308,0,0,0,0,confirm,0.0
tour_h1,tour,holdout,unguarded_linear,13504,1024,1024,1024,1.84358412000006,984,True,0.1134922166378331,0.0,0.0,1.0,True,19.0,19.0,0.0,0.0,0.0,0,0,15,4550,confirm,32.0
rgv_h2,rgv,holdout,unguarded_linear,13501,1024,1024,1024,1.834271913999828,991,True,0.042721378303433,0.0,0.0,1.0,True,5.0,5.0,0.0,0.0,0.0,0,0,15,4998,confirm,250.0
job_h3,job,holdout,unguarded_linear,13511,1024,1024,1024,1.9446910119997936,994,True,0.0784985867741751,0.0012237597822561,0.0006956818217391,0.9130434782608696,False,21.0,23.0,0.0012237597822561,0.0012237597845138,0.0006956818218961,0,0,15,4676,confirm,42.0
job_h4,job,holdout,raw_linear,13504,1024,1024,1024,1.6575337449999097,973,True,0.1399251127624683,0.0103056549841437,0.0062573373199342,0.6428571428571429,False,23.0,28.0,0.0103056549841437,0.0103056549819553,0.0062573373147749,0,0,15,4844,confirm,27.0
rgv_h3,rgv,holdout,guarded_linear,13512,1024,1024,1024,1.9532512289999888,981,True,0.0762673074667972,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,15,4812,confirm,195.0
job_h4,job,holdout,nsga2_typed,13510,1024,1024,1024,0.6695575659998667,984,True,0.1468029216937943,0.0027652946164064,0.0025431750059123,0.75,False,22.0,28.0,0.0027652946164064,0.0027652946206849,0.0025431750036885,0,0,0,0,confirm,0.0
rgv_h4,rgv,holdout,nsga2_guarded,13502,1024,1024,1024,1.3512976729998627,1020,True,0.0699880383553894,0.0,0.0,1.0,True,12.0,12.0,0.0,0.0,0.0,0,0,15,6350,confirm,277.0
job_h2,job,holdout,raw_linear,13504,1024,1024,1024,1.4368994320000184,1008,True,0.1342460187504567,0.0124636970590641,0.0049578263261129,0.7241379310344828,False,27.0,29.0,0.0124636970590641,0.0124636970641986,0.0049578263291166,0,0,15,5851,confirm,29.0
rgv_h2,rgv,holdout,guarded_linear,13505,1024,1024,1024,1.7492090640000697,982,True,0.094056733475199,0.0015520997357438,0.0005586592199999,0.8,False,5.0,5.0,0.0015520997357438,0.0015520997299621,0.000558659217877,0,0,15,5007,confirm,208.0
job_h4,job,holdout,scalar_linear,13511,1024,1024,1024,1.2682899409999209,1011,True,0.1379624036326923,0.0009081838042791,0.0010666202059123,0.8928571428571429,False,26.0,28.0,0.0009081838042791,0.0009081838040901,0.0010666202059482,0,0,15,5741,confirm,575.0
rgv_h1,rgv,holdout,no_uncertainty_linear,13502,1024,1024,1024,1.536609722999856,1004,True,0.0728391725019811,0.0019816942477348,0.000540054,0.8571428571428571,False,7.0,7.0,0.0019816942477348,0.0019816942677134,0.0005400540054005,0,0,15,5958,confirm,237.0
tour_h2,tour,holdout,nsga2_guarded,13505,1024,1024,1024,1.4987622710000323,1004,True,0.1454421282974762,0.0,0.0,1.0,True,20.0,20.0,0.0,0.0,0.0,0,0,15,5781,confirm,81.0
rgv_h4,rgv,holdout,fast_v10,13511,1024,1024,1024,0.7116853009999886,1003,True,0.0827544938096705,0.0014982864311507,0.0006324187583333,0.9166666666666666,False,12.0,12.0,0.0014982864311507,0.0014982864316546,0.0006324187585133,0,0,0,0,confirm,0.0
job_h3,job,holdout,random_residual,13510,1024,1024,1024,1.204416603999789,992,True,0.1313648310756767,0.0013656590850618,0.0011572342695652,0.8695652173913043,False,20.0,23.0,0.0013656590850618,0.0013656590862184,0.0011572342679791,0,0,0,0,confirm,515.0
job_h3,job,holdout,raw_linear,13504,1024,1024,1024,1.3973063969999655,993,True,0.0953072560930875,0.0,0.0,1.0,True,23.0,23.0,0.0,0.0,0.0,0,0,15,5147,confirm,13.0
job_h3,job,holdout,nsga2_guarded,13502,1024,1024,1024,1.49022099900003,981,True,0.0988556963740546,0.0003623646267583,0.000135680847826,0.9565217391304348,False,22.0,23.0,0.0003623646267583,0.0003623646309846,0.0001356808494088,0,0,15,5083,confirm,57.0
tour_h2,tour,holdout,raw_linear,13511,1024,1024,1024,1.0822489019999466,1008,True,0.1497555326301615,0.0007184492765797,0.000580025445,0.9,False,18.0,20.0,0.0007184492765797,0.0007184492835399,0.0005524051903979,0,0,15,5725,confirm,26.0
rgv_h2,rgv,holdout,no_uncertainty_linear,13502,1024,1024,1024,1.7112534689999848,996,True,0.1163685104786622,0.0,0.0,1.0,True,5.0,5.0,0.0,0.0,0.0,0,0,15,4997,confirm,194.0
tour_h3,tour,holdout,random_residual,13509,1024,1024,1024,1.4728288369999518,976,True,0.1225934825164726,0.0,0.0,1.0,True,17.0,17.0,0.0,0.0,0.0,0,0,0,0,confirm,415.0
job_h1,job,holdout,no_uncertainty_linear,13508,1024,1024,1024,2.666898645000174,867,True,0.0575197799156701,0.004748272546794,0.0031656740235294,0.8823529411764706,False,15.0,17.0,0.004748272546794,0.0047482725435619,0.003165674023424,0,0,15,2854,confirm,18.0
tour_h1,tour,holdout,random_residual,13503,1024,1024,1024,1.482664418000013,998,True,0.1527225187539541,0.000516779638529,0.0009265511473684,0.8421052631578947,False,16.0,19.0,0.000516779638529,0.0005167796401188,0.0009265511480223,0,0,0,0,confirm,488.0
tour_h4,tour,holdout,scalar_linear,13501,1024,1024,1024,1.6261329880001083,1009,True,0.1567363126578274,0.0,0.0,1.0,True,24.0,24.0,0.0,0.0,2.220446049250313e-18,0,0,15,5706,confirm,567.0
job_h2,job,holdout,guarded_linear,13505,1024,1024,1024,1.590450644999919,992,True,0.0934380437547811,3.136954644341288e-05,0.0001597824999999,0.896551724137931,False,26.0,29.0,3.136954644341288e-05,3.136954704816391e-05,0.0001597825020449,0,0,15,5159,confirm,52.0
tour_h3,tour,holdout,nsga2_guarded,13509,1024,1024,1024,1.8788442309999027,976,True,0.1305626919617788,0.0,0.0,1.0,True,17.0,17.0,0.0,0.0,0.0,0,0,15,5093,confirm,61.0
tour_h4,tour,holdout,fast_v10,13508,1024,1024,1024,0.4809218499999588,1011,True,0.1692751110135377,0.003038788637414,0.0030760661707012,0.8333333333333334,False,24.0,24.0,0.003038788637414,0.0030387886375108,0.0029530235244946,0,0,0,0,confirm,0.0
rgv_h1,rgv,holdout,nsga2_guarded,13508,1024,1024,1024,0.9783992920001764,1022,True,0.0863883891662899,0.0,0.0,1.0,True,7.0,7.0,0.0,0.0,0.0,0,0,15,6832,confirm,307.0
job_h3,job,holdout,fast_v10,13503,1024,1024,1024,0.5640618069999164,1005,True,0.0881798014559323,0.0030662175940618,0.0022608550563471,0.9130434782608696,False,23.0,23.0,0.0030662175940618,0.0030662175911386,0.0022608550539511,0,0,0,0,confirm,0.0
tour_h4,tour,holdout,nsga2_typed,13502,1024,1024,1024,0.3897733339999831,1010,True,0.1730778300712492,0.0076550714401345,0.0041051619251636,0.7916666666666666,False,21.0,24.0,0.0076550714401345,0.007655071439918,0.0039409554480775,0,0,0,0,confirm,0.0
rgv_h4,rgv,holdout,guarded_linear,13501,1024,1024,1024,1.4689791599998898,1012,True,0.0364964627448427,0.0,0.0,1.0,True,12.0,12.0,0.0,0.0,0.0,0,0,15,5760,confirm,232.0
rgv_h2,rgv,holdout,no_uncertainty_linear,13508,1024,1024,1024,1.762475471000016,989,True,0.0748329874017078,0.0,0.0,1.0,True,5.0,5.0,0.0,0.0,0.0,0,0,15,4937,confirm,185.0
rgv_h3,rgv,holdout,no_uncertainty_linear,13508,1024,1024,1024,2.0899255780000203,965,True,0.0778121066548772,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,15,4040,confirm,131.0
rgv_h2,rgv,holdout,nsga2_guarded,13512,1024,1024,1024,1.389897393999945,1023,True,0.0934647379005516,0.0004917271705655,0.00054054054,0.8,False,4.0,5.0,0.0004917271705655,0.0004917271710853,0.0005405405405405,0,0,15,6539,confirm,311.0
job_h4,job,holdout,random_residual,13510,1024,1024,1024,1.4917973499998425,972,True,0.1281819725743567,0.0097213731846859,0.0058877013178571,0.6428571428571429,False,21.0,28.0,0.0097213731846859,0.0097213731853667,0.0058877013152455,0,0,0,0,confirm,437.0
job_h4,job,holdout,fast_v10,13510,1024,1024,1024,0.5978425620000962,1001,True,0.1195956113619779,0.0154836194842537,0.0096516987553364,0.6428571428571429,False,21.0,28.0,0.0154836194842537,0.0154836194755825,0.0096516987484068,0,0,0,0,confirm,0.0
job_h2,job,holdout,random_residual,13503,1024,1024,1024,1.2082318800000849,1004,True,0.1389420424194552,0.0178969273683599,0.0068466284083275,0.6896551724137931,False,25.0,29.0,0.0178969273683599,0.0178969273535286,0.0068466283982848,0,0,0,0,confirm,549.0
job_h4,job,holdout,nsga2_typed,13502,1024,1024,1024,0.573552811999889,1000,True,0.2093980626674033,0.0034324916205967,0.0028930200773409,0.75,False,22.0,28.0,0.0034324916205967,0.0034324916283895,0.0028930200800657,0,0,0,0,confirm,0.0
job_h4,job,holdout,nsga2_typed,13509,1024,1024,1024,0.4618710659999578,995,True,0.1727562189485003,0.004021762108179,0.003159459295198,0.7142857142857143,False,23.0,28.0,0.004021762108179,0.0040217621101599,0.0031594592931116,0,0,0,0,confirm,0.0
rgv_h3,rgv,holdout,raw_linear,13512,1024,1024,1024,1.7425069500000063,977,True,0.1113971850370306,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,15,4363,confirm,194.0
tour_h2,tour,holdout,no_uncertainty_linear,13509,1024,1024,1024,1.5590937099998428,1008,True,0.122631411577539,0.0,0.0,1.0,True,20.0,20.0,0.0,0.0,2.6433881538694198e-18,0,0,15,5566,confirm,43.0
job_h2,job,holdout,raw_linear,13507,1024,1024,1024,1.353710473000092,993,True,0.1243513017626551,0.0014961338727578,0.0013369546551724,0.8275862068965517,False,25.0,29.0,0.0014961338727578,0.0014961338758251,0.0013369546585644,0,0,15,5038,confirm,10.0
rgv_h2,rgv,holdout,unguarded_linear,13511,1024,1024,1024,1.9443332809998992,975,True,0.1138966886403225,0.0,0.0,1.0,True,5.0,5.0,0.0,0.0,0.0,0,0,15,4953,confirm,223.0
tour_h3,tour,holdout,guarded_linear,13505,1024,1024,1024,1.866575946000012,939,True,0.0859305091957846,0.0,0.0,1.0,True,17.0,17.0,0.0,0.0,0.0,0,0,15,4030,confirm,29.0
rgv_h3,rgv,holdout,random_residual,13509,1024,1024,1024,1.2326644459999443,992,True,0.1362411157958148,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,confirm,501.0
rgv_h4,rgv,holdout,random_residual,13502,1024,1024,1024,1.1031021730000248,1013,True,0.1154146724102935,0.0,0.0,1.0,True,12.0,12.0,0.0,0.0,0.0,0,0,0,0,confirm,572.0
rgv_h4,rgv,holdout,nsga2_guarded,13503,1024,1024,1024,1.438640912999972,1011,True,0.1161370666480336,0.0006479386457778,0.0017245694166666,0.6666666666666666,False,8.0,12.0,0.0006479386457778,0.0006479386405547,0.0017245694082612,0,0,15,5664,confirm,220.0
tour_h1,tour,holdout,nsga2_typed,13510,1024,1024,1024,0.6104330849998405,995,True,0.1314846883119699,0.0,0.0,1.0,True,19.0,19.0,0.0,0.0,0.0,0,0,0,0,confirm,0.0
tour_h4,tour,holdout,nsga2_guarded,13503,1024,1024,1024,1.2834865639999862,1010,True,0.1129789728217965,0.0068418536496536,0.0036548829021458,0.8333333333333334,False,23.0,24.0,0.0068418536496536,0.006841853649845,0.0035086875863505,0,0,15,5563,confirm,72.0
rgv_h2,rgv,holdout,nsga2_guarded,13503,1024,1024,1024,1.166955223000059,1021,True,0.0824659430977013,0.0,0.0,1.0,True,5.0,5.0,0.0,0.0,0.0,0,0,15,6388,confirm,277.0
job_h4,job,holdout,random_residual,13512,1024,1024,1024,1.163115225999945,995,True,0.1682989288343274,0.0145288649746159,0.0078759181829836,0.6785714285714286,False,23.0,28.0,0.0145288649746159,0.0145288649737528,0.0078759181844301,0,0,0,0,confirm,533.0
job_h1,job,holdout,guarded_linear,13508,1024,1024,1024,2.385184812000034,862,True,0.0613892514715271,0.004748272546794,0.0031656740235294,0.8823529411764706,False,15.0,17.0,0.004748272546794,0.0047482725435619,0.003165674023424,0,0,15,2800,confirm,20.0
job_h4,job,holdout,guarded_linear,13504,1024,1024,1024,1.4866570819999652,997,True,0.1205596354211939,0.0032695869876101,0.0030886664403445,0.75,False,23.0,28.0,0.0032695869876101,0.0032695869922217,0.0030886664416687,0,0,15,5417,confirm,63.0
tour_h4,tour,holdout,random_residual,13506,1024,1024,1024,1.5656665020001128,1001,True,0.1561514322560753,0.0081906400204532,0.0047356843521458,0.7916666666666666,False,22.0,24.0,0.0081906400204532,0.0081906400194358,0.0045462569765719,0,0,0,0,confirm,527.0
job_h4,job,holdout,guarded_linear,13505,1024,1024,1024,2.044842325000218,995,True,0.0925240054319171,0.0020347826923919,0.0016964694714285,0.7857142857142857,False,22.0,28.0,0.0020347826923919,0.0020347826969001,0.001696469469264,0,0,15,5255,confirm,45.0
tour_h1,tour,holdout,fast_v10,13509,1024,1024,1024,0.8715603240000291,988,True,0.1320687780348225,0.0,0.0,1.0,True,19.0,19.0,0.0,0.0,0.0,0,0,0,0,confirm,0.0
tour_h2,tour,holdout,unguarded_linear,13507,1024,1024,1024,1.9780763850001224,1004,True,0.0948493107780323,0.0,0.0,1.0,True,20.0,20.0,0.0,0.0,2.6433881538694198e-18,0,0,15,5579,confirm,40.0
rgv_h2,rgv,holdout,guarded_linear,13510,1024,1024,1024,2.412148092000052,975,True,0.0945749111078096,0.0,0.0,1.0,True,5.0,5.0,0.0,0.0,0.0,0,0,15,4763,confirm,215.0
tour_h2,tour,holdout,raw_linear,13503,1024,1024,1024,1.440468538999994,995,True,0.1325517639477686,0.0007797774375816,0.000636347605,0.85,False,17.0,20.0,0.0007797774375816,0.000779777437611,0.0006060453367244,0,0,15,5041,confirm,36.0
job_h3,job,holdout,random_residual,13509,1024,1024,1024,1.333993988999964,980,True,0.0882973988357334,0.0009120488218735,0.0011663074086956,0.9565217391304348,False,22.0,23.0,0.0009120488218735,0.0009120488213018,0.0011663074090794,0,0,0,0,confirm,478.0
tour_h1,tour,holdout,unguarded_linear,13506,1024,1024,1024,1.5428544359999703,995,True,0.1227142123303107,0.0,0.0,1.0,True,19.0,19.0,0.0,0.0,0.0,0,0,15,5033,confirm,33.0
job_h3,job,holdout,guarded_linear,13504,1024,1024,1024,1.7195725569999922,982,True,0.0842569868306334,0.0012237597822561,0.0006956818217391,0.9130434782608696,False,21.0,23.0,0.0012237597822561,0.0012237597845138,0.0006956818218961,0,0,15,4624,confirm,36.0
rgv_h4,rgv,holdout,random_residual,13509,1024,1024,1024,0.9529326789997868,1022,True,0.2079750867829436,0.0019512700865381,0.0020813184583333,0.6666666666666666,False,8.0,12.0,0.0019512700865381,0.001951270083016,0.0020813184515252,0,0,0,0,confirm,585.0
job_h4,job,holdout,guarded_linear,13507,1024,1024,1024,1.6084637050000763,1001,True,0.1078337054623619,0.0017557522602659,0.0011911233357142,0.8214285714285714,False,23.0,28.0,0.0017557522602659,0.0017557522669861,0.0011911233378795,0,0,15,5336,confirm,79.0
job_h4,job,holdout,raw_linear,13507,1024,1024,1024,1.6670690120001836,991,True,0.1243492458284585,0.0090281108171366,0.0056410530306485,0.6785714285714286,False,23.0,28.0,0.0090281108171366,0.0090281108172438,0.0056410530253518,0,0,15,5141,confirm,28.0
rgv_h2,rgv,holdout,no_uncertainty_linear,13503,1024,1024,1024,2.3799793820001014,999,True,0.0825760224772231,0.0035162613478292,0.00111731844,0.8,False,4.0,5.0,0.0035162613478292,0.0035162613351353,0.0011173184357541,0,0,15,4795,confirm,149.0
job_h4,job,holdout,nsga2_typed,13511,1024,1024,1024,0.8052680050000163,1009,True,0.1917056107197994,0.0263931682184202,0.0196121324678316,0.6428571428571429,False,25.0,28.0,0.0263931682184202,0.0263931682086708,0.0196121324561356,0,0,0,0,confirm,0.0
rgv_h3,rgv,holdout,fast_v10,13511,1024,1024,1024,0.902890037999896,1003,True,0.0724402740961641,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,confirm,0.0
job_h1,job,holdout,raw_linear,13508,1024,1024,1024,3.310094043000163,883,True,0.0580719564892202,0.004748272546794,0.0031656740235294,0.8823529411764706,False,15.0,17.0,0.004748272546794,0.0047482725435619,0.003165674023424,0,0,15,2836,confirm,21.0
tour_h3,tour,holdout,nsga2_guarded,13507,1024,1024,1024,2.542654674000005,979,True,0.1058038885895771,0.0,0.0,1.0,True,17.0,17.0,0.0,0.0,0.0,0,0,15,5103,confirm,58.0
tour_h3,tour,holdout,scalar_linear,13506,1024,1024,1024,3.167923666999968,918,True,0.0667439460363155,0.0010533387467726,0.0006223778529411,0.8823529411764706,False,15.0,17.0,0.0010533387467726,0.0010533387495005,0.0006223778506356,0,0,15,3381,confirm,264.0
rgv_h3,rgv,holdout,nsga2_typed,13508,1024,1024,1024,0.4962309160000586,1016,True,0.1447534042924149,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,confirm,0.0
tour_h1,tour,holdout,fast_v10,13510,1024,1024,1024,0.6523755509999773,992,True,0.1140155842647296,0.0,0.0,1.0,True,19.0,19.0,0.0,0.0,0.0,0,0,0,0,confirm,0.0
job_h2,job,holdout,raw_linear,13502,1024,1024,1024,1.578197562000014,979,True,0.084939512592749,0.0032747513199117,0.0022415189484551,0.8275862068965517,False,26.0,29.0,0.0032747513199117,0.0032747513315357,0.0022415189566496,0,0,15,4951,confirm,18.0
rgv_h4,rgv,holdout,raw_linear,13503,1024,1024,1024,1.7703933979998965,986,True,0.1580133983320426,0.0,0.0,1.0,True,12.0,12.0,0.0,0.0,0.0,0,0,15,4436,confirm,155.0
tour_h1,tour,holdout,raw_linear,13507,1024,1024,1024,1.8911239560000013,980,True,0.100755878576428,0.00020617925274,0.0001968325210526,0.9473684210526316,False,18.0,19.0,0.00020617925274,0.0002061792546505,0.0001968325225927,0,0,15,4149,confirm,25.0
tour_h1,tour,holdout,guarded_linear,13507,1024,1024,1024,1.844970656999976,988,True,0.0944761516415439,0.0,0.0,1.0,True,19.0,19.0,0.0,0.0,0.0,0,0,15,4591,confirm,34.0
job_h4,job,holdout,raw_linear,13501,1024,1024,1024,1.405513423000002,991,True,0.1424972225714598,0.02822914770748,0.0182296076023329,0.5357142857142857,False,23.0,28.0,0.02822914770748,0.028229147708582,0.0182296076055714,0,0,15,5359,confirm,30.0
tour_h3,tour,holdout,guarded_linear,13509,1024,1024,1024,2.3421241969999755,965,True,0.0974810623994949,9.35798432435786e-06,6.120582352941341e-05,0.9411764705882352,False,16.0,17.0,9.35798432435786e-06,9.35798359623038e-06,6.120581935836102e-05,0,0,15,4291,confirm,44.0
tour_h2,tour,holdout,nsga2_typed,13507,1024,1024,1024,0.4759705209999083,1004,True,0.1434751277893649,0.0,0.0,1.0,True,20.0,20.0,0.0,0.0,0.0,0,0,0,0,confirm,0.0
job_h2,job,holdout,guarded_linear,13507,1024,1024,1024,1.7726006959999268,992,True,0.1105747196488981,3.136954644341288e-05,0.0001597824999999,0.896551724137931,False,26.0,29.0,3.136954644341288e-05,3.136954704816391e-05,0.0001597825020449,0,0,15,5192,confirm,56.0
tour_h3,tour,holdout,scalar_linear,13507,1024,1024,1024,2.344991322999931,930,True,0.0948208322253005,0.0010533387467726,0.0006223778529411,0.8823529411764706,False,15.0,17.0,0.0010533387467726,0.0010533387495005,0.0006223778506356,0,0,15,3344,confirm,269.0
tour_h1,tour,holdout,no_uncertainty_linear,13504,1024,1024,1024,1.8670569910000268,975,True,0.1111379946526481,0.00020617925274,0.0001968325210526,0.9473684210526316,False,18.0,19.0,0.00020617925274,0.0002061792546505,0.0001968325225927,0,0,15,4307,confirm,22.0
rgv_h3,rgv,holdout,fast_v10,13510,1024,1024,1024,0.864853796000034,981,True,0.1123507647739275,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,confirm,0.0
rgv_h1,rgv,holdout,nsga2_guarded,13510,1024,1024,1024,1.2474554030000036,1022,True,0.1179437697999723,0.0025007094745765,0.0005400540142857,0.8571428571428571,False,6.0,7.0,0.0025007094745765,0.0025007094330669,0.0005400540054005,0,0,15,6491,confirm,317.0
rgv_h3,rgv,holdout,nsga2_typed,13510,1024,1024,1024,0.4383658399999603,1017,True,0.2401304496957226,0.0,0.0,1.0,True,4.0,4.0,0.0,0.0,0.0,0,0,0,0,confirm,0.0
rgv_h4,rgv,holdout,nsga2_guarded,13505,1024,1024,1024,1.3813932040000054,1012,True,0.1104921162713522,0.0004529836553873,0.0014488996999999,0.75,False,9.0,12.0,0.0004529836553873,0.0004529836513614,0.0014488996930118,0,0,15,6061,confirm,281.0
tour_h3,tour,holdout,nsga2_guarded,13511,1024,1024,1024,1.7155154930001115,973,True,0.0993400568286209,0.0,0.0,1.0,True,17.0,17.0,0.0,0.0,0.0,0,0,15,5243,confirm,52.0
job_h4,job,holdout,random_residual,13505,1024,1024,1024,1.195397770999989,991,True,0.1279274870443594,0.0128663673513147,0.00659009725,0.7142857142857143,False,21.0,28.0,0.0128663673513147,0.0128663673497288,0.0065900972454267,0,0,0,0,confirm,531.0
job_h3,job,holdout,raw_linear,13501,1024,1024,1024,1.5772436200002176,994,True,0.0983054695003379,5.861053768012878e-05,0.0001518577554343,0.9565217391304348,False,23.0,23.0,5.861053768012878e-05,5.861053681831795e-05,0.0001518577539259,0,0,15,5233,confirm,30.0
job_h1,job,holdout,guarded_linear,13504,1024,1024,1024,2.765529527000126,878,True,0.0793565096610787,0.0137341183546597,0.0077052480011501,0.7058823529411765,False,14.0,17.0,0.0137341183546597,0.0137341183560678,0.0077052480029633,0,0,15,2586,confirm,20.0
rgv_h1,rgv,holdout,guarded_linear,13501,1024,1024,1024,2.108265432000053,991,True,0.0389328778847377,0.0025007094745765,0.0005400540142857,0.8571428571428571,False,6.0,7.0,0.0025007094745765,0.0025007094330669,0.0005400540054005,0,0,15,4973,confirm,204.0
tour_h4,tour,holdout,scalar_linear,13504,1024,1024,1024,1.3751861169998847,1006,True,0.1333101477873579,0.0,0.0,1.0,True,24.0,24.0,0.0,0.0,2.220446049250313e-18,0,0,15,5800,confirm,588.0
job_h2,job,holdout,no_uncertainty_linear,13510,1024,1024,1024,1.679393269000002,986,True,0.1258306668125016,0.0059025852294136,0.0020471889999999,0.8275862068965517,False,24.0,29.0,0.0059025852294136,0.0059025852322197,0.0020471890018749,0,0,15,5157,confirm,68.0
job_h3,job,holdout,no_uncertainty_linear,13511,1024,1024,1024,1.6582140429998162,994,True,0.0779133123608518,0.0,0.0,1.0,True,23.0,23.0,0.0,0.0,0.0,0,0,15,4967,confirm,36.0
tour_h1,tour,holdout,nsga2_typed,13512,1024,1024,1024,0.6210184460001074,998,True,0.0979426484408799,0.0004954870521802,0.0008728172842105,0.8947368421052632,False,17.0,19.0,0.0004954870521802,0.0004954870546022,0.0008728172871358,0,0,0,0,confirm,0.0
job_h2,job,holdout,nsga2_typed,13504,1024,1024,1024,0.533843213999944,993,True,0.1393194721362768,0.0231099391567562,0.0100528365761511,0.5862068965517241,False,23.0,29.0,0.0231099391567562,0.0231099391519309,0.0100528365730792,0,0,0,0,confirm,0.0
