algorithm,mean_auc,improvement_vs_fast_pct,improvement_vs_nsga_pct,worst_instance_ratio,final_gap_increase,development_concurrent_time_ratio,quality_gate
guarded_linear,0.09880118418667053,14.144727290978166,35.48478414920287,0.969375601680894,-0.0053587957722021,2.2041156244524966,True
no_uncertainty_linear,0.0986133477755348,14.307951511775684,35.60743760430889,0.9633126906867472,-0.005381542597410031,2.355621196142783,True
nsga2_guarded,0.12565705636282673,-9.19222204321406,17.948431679655407,1.1761482402525751,-0.0071596690475713935,1.7630988542347747,False
random_residual,0.11469698794660405,0.33174946107977776,25.105139217453377,1.041422057774313,-0.0012341059531498118,1.5282750811827202,False
raw_linear,0.11244295805720643,2.29043398942399,26.57697607898215,1.1305360463397343,-0.0015285877340431245,2.035104255168283,False
scalar_linear,0.10550142427354407,8.3224191414362,31.10966011587041,0.9591600916750354,-0.003153163918492163,2.057352410797521,True
unguarded_linear,0.09880118418667051,14.144727290978176,35.48478414920289,0.9693756016808941,-0.0053587957722021,2.265946372405735,True
