task,kind,algorithm,seed,budget,fe,physical_calls,seconds,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,overrides,extra_pure_proposals,neighbor_builds,neighbor_cache_hits,neighbor_filter_checks,model_fits,predictions,unique_evaluated
tour_new1,tour,nsga2_typed,74604,1024,1024,1024,1.4444787410000117,0.07738222270402176,0.001097630036749994,0.002025195868658072,0.8571428571428571,False,26,28,0.001097630036749994,0.001097630034169762,0.002025195865303218,0,0,0,0,0,0,0,970
job_new1,job,nsga2_typed,74603,1024,1024,1024,1.6213463789999878,0.12896277064052344,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,0,0,0,0,0,0,0,969
job_new1,job,h0,74604,1024,1024,1024,3.837779710999939,0.12370386003283115,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,25,42881,0,0,0,15,4356,958
rgv_new1,rgv,nsga2_typed,74603,1024,1024,1024,0.8384265090001009,0.1554882424098153,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1011
rgv_new1,rgv,h0,74603,1024,1024,1024,2.981753106000042,0.0466916980132281,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,100,29204,0,0,0,15,5348,1011
rgv_new1,rgv,fast_h0,74604,1024,1024,1024,1.5664705150002192,0.09098331353175076,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,142,30806,0,0,0,15,5565,1012
tour_new1,tour,local24,74604,1024,1024,1024,0.8847708060000059,0.05320371410131317,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,37,0,38,706,29576,15,10773,1005
tour_new1,tour,refit32,74603,1024,1024,1024,1.7548666309999135,0.08823337267445239,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,39,30336,0,0,0,30,5224,1001
tour_new1,tour,local24_no_cache,74603,1024,1024,1024,0.9407336550000309,0.07801061629069371,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,38,0,761,0,29936,15,11232,992
rgv_new1,rgv,fast_v10_codec,74602,1024,1024,1024,0.5471353479999834,0.0817211045999777,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1004
job_new1,job,local24,74604,1024,1024,1024,1.0983925760001512,0.12365887133551964,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,28,0,31,727,25546,15,7965,962
rgv_new1,rgv,fast_v10,74603,1024,1024,1024,1.2495491360000415,0.0466916980132281,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1016
tour_new1,tour,nsga_local24,74601,1024,1024,1024,0.7853741590001846,0.08548673527037544,0.00035889448876713,0.00022346543571428564,0.9642857142857143,False,27,28,0.00035889448876713,0.00035889448911453437,0.00022346543629873878,89,0,74,704,29903,15,11467,997
rgv_new1,rgv,nsga_local24,74602,1024,1024,1024,0.7900947960001758,0.16159504655746829,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,163,0,118,651,38752,15,16031,1018
tour_new1,tour,h0,74603,1024,1024,1024,3.0982033830000546,0.08491938393585684,0.00035889448876713,0.00022346543571428564,0.9642857142857143,False,27,28,0.00035889448876713,0.00035889448911453437,0.00022346543629873878,54,31740,0,0,0,15,5302,1001
rgv_new1,rgv,fast_v10,74604,1024,1024,1024,1.3904971670001487,0.11048832523268667,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1001
job_new1,job,h0,74603,1024,1024,1024,3.9776849200000015,0.056524153972440726,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,16,44185,0,0,0,15,4395,982
tour_new1,tour,local24,74602,1024,1024,1024,0.8968433349998577,0.06174372814961561,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,36,0,45,730,30307,15,11281,1000
rgv_new1,rgv,h0,74602,1024,1024,1024,2.9019826649998777,0.08499972479350668,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,116,25753,0,0,0,15,5243,1006
rgv_new1,rgv,local24,74602,1024,1024,1024,0.8619278660000873,0.08269272176962061,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,85,0,51,667,36584,15,11465,1008
tour_new1,tour,local24_no_cache,74602,1024,1024,1024,1.0356606279999596,0.06174372814961561,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,36,0,775,0,30307,15,11281,1000
rgv_new1,rgv,local24,74604,1024,1024,1024,0.9325401230000807,0.09690363814476255,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,140,0,77,683,37753,15,13769,1015
rgv_new1,rgv,local24,74601,1024,1024,1024,1.0380949739999323,0.07085570596602989,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,76,0,41,660,36635,15,9127,998
tour_new1,tour,nsga2_typed,74602,1024,1024,1024,1.393212179000102,0.09867476593208843,0.000755855194043222,0.0009185293999999997,0.9285714285714286,False,26,28,0.000755855194043222,0.0007558551927757866,0.000918529401190524,0,0,0,0,0,0,0,989
rgv_new1,rgv,nsga_local24,74603,1024,1024,1024,0.825742210000044,0.13608347012818722,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,212,0,133,628,36785,15,15123,1015
rgv_new1,rgv,fast_v10_codec,74601,1024,1024,1024,0.5109819360000074,0.0732479873136064,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1000
tour_new1,tour,fast_v10,74602,1024,1024,1024,1.4846711070001675,0.08059568603171069,2.9350164206356684e-05,6.893136428571395e-05,0.9642857142857143,False,27,28,2.9350164206356684e-05,2.935016541492027e-05,6.893136720775206e-05,0,0,0,0,0,0,0,979
tour_new1,tour,nsga_local24,74603,1024,1024,1024,0.8081284170000345,0.0866390777081957,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,62,0,73,678,27074,15,10443,986
tour_new1,tour,fast_v10,74604,1024,1024,1024,1.3606199920000108,0.07732114588725517,0.0034669194822784513,0.001141086014285714,0.9285714285714286,False,27,28,0.0034669194822784513,0.0034669194786181748,0.0011410860128226899,0,0,0,0,0,0,0,991
tour_new1,tour,fast_v10_codec,74604,1024,1024,1024,0.5626274520000152,0.07732114588725517,0.0034669194822784513,0.001141086014285714,0.9285714285714286,False,27,28,0.0034669194822784513,0.0034669194786181748,0.0011410860128226899,0,0,0,0,0,0,0,991
job_new1,job,refit32,74601,1024,1024,1024,2.051717963000101,0.12447116712348098,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,26,42779,0,0,0,30,4336,962
tour_new1,tour,local24_no_cache,74604,1024,1024,1024,0.8693865909999658,0.05320371410131317,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,37,0,744,0,29576,15,10773,1005
rgv_new1,rgv,refit32,74604,1024,1024,1024,1.6044714300001033,0.09268652894333093,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,141,29597,0,0,0,30,5412,1010
job_new1,job,local24,74603,1024,1024,1024,0.9463456759999644,0.06257045191931747,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,27,0,25,754,26983,15,7810,974
job_new1,job,fast_h0,74601,1024,1024,1024,2.072276996000028,0.12931788982536369,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,23,44285,0,0,0,15,4128,943
tour_new1,tour,local24,74601,1024,1024,1024,0.8832670399999643,0.07151196826823633,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,52,0,38,731,30317,15,11197,1010
job_new1,job,h0,74602,1024,1024,1024,4.327738759999875,0.12751398721332255,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,20,45992,0,0,0,15,4109,958
rgv_new1,rgv,fast_h0,74602,1024,1024,1024,1.4719823339999039,0.08499972479350668,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,116,25753,0,0,0,15,5243,1006
rgv_new1,rgv,local24_no_cache,74601,1024,1024,1024,0.9313876119999804,0.07085570596602989,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,76,0,701,0,36635,15,9127,998
tour_new1,tour,fast_h0,74601,1024,1024,1024,1.5267897589999393,0.08457397751219434,0.00035889448876713,0.00022346543571428564,0.9642857142857143,False,27,28,0.00035889448876713,0.00035889448911453437,0.00022346543629873878,55,32368,0,0,0,15,5435,1004
tour_new1,tour,nsga_local24,74602,1024,1024,1024,0.9693413630000123,0.08960470285716562,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,85,0,85,694,27932,15,10845,982
rgv_new1,rgv,fast_h0,74603,1024,1024,1024,1.6843742170001406,0.0466916980132281,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,100,29204,0,0,0,15,5348,1011
rgv_new1,rgv,fast_v10,74601,1024,1024,1024,1.3251414399999248,0.0732479873136064,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1000
rgv_new1,rgv,nsga_local24,74601,1024,1024,1024,0.7534154410000156,0.07625709381467012,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,160,0,101,664,39539,15,15965,1020
rgv_new1,rgv,refit32,74602,1024,1024,1024,1.513889195000047,0.08185361728047456,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,120,23395,0,0,0,30,5901,1016
job_new1,job,fast_v10_codec,74601,1024,1024,1024,0.6310640990000138,0.14231355635355009,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,0,0,0,0,0,0,0,955
job_new1,job,fast_v10_codec,74603,1024,1024,1024,0.5924947640000937,0.0684053807523102,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,0,0,0,0,0,0,0,970
job_new1,job,fast_h0,74602,1024,1024,1024,2.107559583000011,0.12751398721332255,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,20,45992,0,0,0,15,4109,958
rgv_new1,rgv,refit32,74601,1024,1024,1024,1.9297587239998393,0.07153921492145505,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,109,28981,0,0,0,30,5688,1007
job_new1,job,local24_no_cache,74604,1024,1024,1024,1.0641048899999532,0.12365887133551964,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,28,0,758,0,25546,15,7965,962
rgv_new1,rgv,fast_v10,74602,1024,1024,1024,1.2344939520000935,0.0817211045999777,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1004
rgv_new1,rgv,fast_v10_codec,74604,1024,1024,1024,0.493394212000112,0.11048832523268667,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1001
job_new1,job,h0,74601,1024,1024,1024,3.8880514739998944,0.12931788982536369,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,23,44285,0,0,0,15,4128,943
tour_new1,tour,h0,74604,1024,1024,1024,3.2263647019999553,0.05482446909761315,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,36,33529,0,0,0,15,5348,987
