task,kind,algorithm,seed,budget,fe,physical_calls,seconds,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,overrides,extra_pure_proposals,neighbor_builds,neighbor_cache_hits,neighbor_filter_checks,model_fits,predictions,unique_evaluated
tour_new1,tour,local7,74502,1024,1024,1024,2.853744198000186,0.0816883022117111,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,43,0,39,727,30317,15,5561,1001
tour_new1,tour,local7,74503,1024,1024,1024,3.447117533999972,0.07990943837875378,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,55,0,51,702,29200,15,5246,988
tour_new1,tour,local7,74504,1024,1024,1024,3.083747133000088,0.06451733415623484,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,38,0,43,728,29434,15,5272,996
tour_new1,tour,local7,74505,1024,1024,1024,3.618382239000084,0.08722845314027282,0.00035889448876713,0.00022346543571428564,0.9642857142857143,False,27,28,0.00035889448876713,0.00035889448911453437,0.00022346543629873878,48,0,45,710,29493,15,5272,995
tour_new1,tour,local7,74506,1024,1024,1024,2.850231526000016,0.045908262077807224,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,36,0,41,737,31272,15,5607,999
tour_new2,tour,local7,74501,1024,1024,1024,3.5356249589999607,0.08050321161444043,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,22,0,27,744,30897,15,4488,971
tour_new2,tour,local7,74502,1024,1024,1024,3.0875657469998714,0.12881618644957957,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,25,0,36,750,32345,15,4971,984
tour_new2,tour,local7,74503,1024,1024,1024,3.676455469999837,0.06842925114705715,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,20,0,21,747,33006,15,4745,981
tour_new2,tour,local7,74504,1024,1024,1024,4.483540806999827,0.09069708298997478,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,29,0,28,751,34849,15,4962,990
tour_new2,tour,local7,74505,1024,1024,1024,3.316227908999963,0.0681924564614522,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,20,0,23,746,32089,15,4648,986
