task,algorithm,seed,feature_cache_hits,feature_cache_misses,hv_cache_rebuilds,hv_cache_hits,neighbor_builds,neighbor_cache_hits,neighbor_filter_checks,mean_pool_size,max_pool_size
rgv_new1,h0,74506,0,0,0,0,0,0,0,,
job_new3,refit32,74502,18981,1553,36,728,0,0,0,4.887434554973822,8.0
job_new1,fast_h0,74501,10660,1207,21,753,0,0,0,4.169250645994832,8.0
rgv_new2,fast_h0,74507,10413,1917,12,755,0,0,0,4.810951760104302,8.0
rgv_new1,h0,74504,0,0,0,0,0,0,0,,
rgv_new3,fast_h0,74510,10466,2013,13,749,0,0,0,5.0380577427821525,8.0
tour_new1,local24,74506,17963,1431,36,730,41,725,31471,14.03916449086162,25.0
tour_new3,refit32,74507,18757,1265,26,744,0,0,0,4.184415584415585,8.0
rgv_new1,h0,74508,0,0,0,0,0,0,0,,
rgv_new3,refit32,74512,18305,1999,6,763,0,0,0,4.556566970091027,8.0
job_new3,h0,74502,0,0,0,0,0,0,0,,
job_new1,refit32,74507,18919,1252,36,736,0,0,0,4.366580310880829,8.0
job_new1,h0,74509,0,0,0,0,0,0,0,,
rgv_new4,local24,74512,15686,2521,13,755,68,700,33750,12.45703125,25.0
rgv_new4,refit32,74512,18746,1616,6,746,0,0,0,4.736702127659575,8.0
rgv_new3,local24,74506,14994,2085,12,757,54,715,35597,10.973992197659298,25.0
tour_new2,refit32,74503,18964,1228,19,750,0,0,0,4.410923276983095,8.0
rgv_new2,fast_h0,74503,10368,2001,19,735,0,0,0,4.945623342175066,8.0
rgv_new2,fast_h0,74509,10333,1916,14,755,0,0,0,4.693107932379714,8.0
tour_new1,refit32,74508,19760,1572,37,724,0,0,0,5.955321944809461,8.0
rgv_new3,local24,74508,14272,2764,21,729,67,683,35460,11.194666666666667,25.0
rgv_new4,fast_h0,74510,10877,1977,30,733,0,0,0,5.522935779816514,8.0
tour_new2,fast_h0,74505,10942,1276,16,759,0,0,0,4.6167741935483875,8.0
job_new1,h0,74508,0,0,0,0,0,0,0,,
job_new2,local24,74508,18124,1362,31,741,35,737,31632,14.049222797927461,25.0
job_new2,fast_h0,74505,11317,1961,60,714,0,0,0,5.992248062015504,8.0
tour_new3,refit32,74509,18484,1114,22,749,0,0,0,3.62905317769131,8.0
job_new3,fast_h0,74503,10949,1667,47,729,0,0,0,5.123711340206185,8.0
rgv_new1,h0,74502,0,0,0,0,0,0,0,,
tour_new4,fast_h0,74511,10718,1248,40,744,0,0,0,4.24234693877551,8.0
tour_new4,h0,74504,0,0,0,0,0,0,0,,
rgv_new1,local24,74510,15990,2336,14,685,52,647,35596,13.856938483547925,25.0
job_new4,h0,74512,0,0,0,0,0,0,0,,
rgv_new1,refit32,74510,19359,2397,15,744,0,0,0,6.529644268774703,8.0
tour_new2,fast_h0,74510,10989,1484,51,705,0,0,0,5.0701058201058204,8.0
rgv_new3,h0,74504,0,0,0,0,0,0,0,,
rgv_new1,local24,74512,15968,2379,12,759,51,720,37135,12.590142671854734,25.0
rgv_new2,h0,74508,0,0,0,0,0,0,0,,
tour_new3,local24,74510,14397,1361,37,728,35,730,28284,9.304575163398694,25.0
tour_new1,h0,74510,0,0,0,0,0,0,0,,
tour_new3,fast_h0,74502,10251,1161,24,746,0,0,0,3.6,8.0
tour_new2,local24,74501,16307,1232,28,752,29,751,33138,11.408974358974358,25.0
tour_new3,h0,74503,0,0,0,0,0,0,0,,
tour_new2,h0,74503,0,0,0,0,0,0,0,,
rgv_new4,h0,74509,0,0,0,0,0,0,0,,
rgv_new4,h0,74507,0,0,0,0,0,0,0,,
tour_new3,refit32,74502,18479,1172,26,742,0,0,0,3.7122395833333335,8.0
job_new4,refit32,74510,18801,1233,35,728,0,0,0,4.238532110091743,8.0
rgv_new2,h0,74501,0,0,0,0,0,0,0,,
rgv_new3,h0,74507,0,0,0,0,0,0,0,,
job_new2,fast_h0,74512,11525,1784,55,718,0,0,0,6.040103492884864,8.0
rgv_new3,local24,74509,16067,2317,20,754,63,711,39502,12.589147286821705,25.0
job_new4,fast_h0,74503,10643,1275,45,715,0,0,0,4.313157894736842,8.0
tour_new3,h0,74512,0,0,0,0,0,0,0,,
rgv_new3,fast_h0,74504,10400,1911,13,772,0,0,0,4.676433121019108,8.0
rgv_new4,refit32,74506,18798,1675,8,742,0,0,0,4.897333333333333,8.0
job_new2,h0,74503,0,0,0,0,0,0,0,,
job_new4,refit32,74511,18800,1314,41,710,0,0,0,4.412782956058589,8.0
rgv_new4,fast_h0,74512,10803,1901,9,766,0,0,0,5.243870967741936,8.0
rgv_new1,local24,74511,17834,2077,9,748,43,714,37234,14.889035667107,25.0
tour_new1,fast_h0,74509,11280,1635,37,724,0,0,0,5.617608409986859,8.0
rgv_new2,fast_h0,74505,10390,2042,13,750,0,0,0,4.969855832241153,8.0
tour_new4,local24,74507,15121,1340,28,729,36,721,25754,10.331571994715985,25.0
rgv_new4,fast_h0,74501,10694,1853,21,743,0,0,0,5.113874345549738,8.0
job_new1,h0,74502,0,0,0,0,0,0,0,,
job_new2,refit32,74503,19449,1592,40,711,0,0,0,5.647137150466046,8.0
tour_new1,fast_h0,74508,11394,1570,38,714,0,0,0,5.75,8.0
tour_new1,refit32,74502,19452,1515,30,749,0,0,0,5.349165596919127,8.0
rgv_new3,fast_h0,74507,10498,2007,10,757,0,0,0,5.039113428943938,8.0
rgv_new4,refit32,74510,18603,2114,35,706,0,0,0,5.286099865047233,8.0
job_new2,h0,74501,0,0,0,0,0,0,0,,
tour_new2,h0,74512,0,0,0,0,0,0,0,,
rgv_new2,refit32,74508,18544,1940,16,753,0,0,0,4.790637191157347,8.0
rgv_new2,local24,74501,14425,2471,14,743,66,691,34462,10.906208718626155,25.0
tour_new4,fast_h0,74512,10834,1383,39,737,0,0,0,4.609536082474227,8.0
tour_new4,fast_h0,74508,11235,1541,46,717,0,0,0,5.420707732634338,8.0
rgv_new3,h0,74501,0,0,0,0,0,0,0,,
rgv_new4,local24,74510,15442,3066,31,731,101,661,33028,12.950131233595801,25.0
tour_new3,h0,74511,0,0,0,0,0,0,0,,
tour_new2,local24,74502,15156,1373,35,740,32,743,30265,10.179354838709678,25.0
job_new2,refit32,74507,19661,1544,33,737,0,0,0,5.720779220779221,8.0
job_new3,h0,74506,0,0,0,0,0,0,0,,
rgv_new1,fast_h0,74505,11188,2257,13,766,0,0,0,6.168164313222079,8.0
tour_new1,refit32,74503,19192,1613,40,730,0,0,0,5.201298701298701,8.0
tour_new1,h0,74507,0,0,0,0,0,0,0,,
job_new4,local24,74507,15428,1205,25,743,31,737,26017,10.407552083333334,25.0
job_new4,local24,74501,16050,1267,34,738,36,736,26326,11.239637305699482,25.0
rgv_new1,local24,74509,16995,1876,7,767,39,735,42788,13.218346253229974,25.0
job_new2,refit32,74512,19644,1803,59,717,0,0,0,5.98840206185567,8.0
job_new2,refit32,74501,19758,1493,41,717,0,0,0,5.872031662269129,8.0
tour_new2,h0,74507,0,0,0,0,0,0,0,,
rgv_new1,fast_h0,74508,10982,2291,9,757,0,0,0,6.0483028720626635,8.0
tour_new3,h0,74508,0,0,0,0,0,0,0,,
job_new4,h0,74502,0,0,0,0,0,0,0,,
rgv_new2,local24,74504,15629,2265,15,771,60,726,34107,11.773536895674301,25.0
job_new1,fast_h0,74502,10436,1226,31,732,0,0,0,3.960681520314548,8.0
rgv_new1,h0,74509,0,0,0,0,0,0,0,,
rgv_new3,local24,74503,15356,1954,10,772,46,736,37288,11.08695652173913,25.0
tour_new2,local24,74506,16669,1230,28,751,27,752,33956,11.885750962772786,25.0
tour_new3,fast_h0,74503,10456,1180,25,740,0,0,0,3.9163398692810456,8.0
tour_new4,h0,74511,0,0,0,0,0,0,0,,
tour_new3,fast_h0,74506,10658,1157,25,747,0,0,0,4.112694300518135,8.0
tour_new4,h0,74509,0,0,0,0,0,0,0,,
tour_new3,local24,74507,14874,1354,29,740,33,736,28849,9.867360208062419,25.0
job_new4,refit32,74505,18941,1291,38,732,0,0,0,4.457142857142857,8.0
rgv_new2,refit32,74506,18480,2060,13,757,0,0,0,4.857142857142857,8.0
rgv_new2,refit32,74501,18708,1828,10,780,0,0,0,4.729113924050633,8.0
job_new2,local24,74509,18341,1650,49,731,52,728,30758,14.552564102564103,25.0
job_new2,h0,74511,0,0,0,0,0,0,0,,
tour_new1,refit32,74507,19616,1585,35,730,0,0,0,5.752941176470588,8.0
tour_new3,local24,74502,14575,1149,26,744,26,744,28513,9.2,25.0
tour_new4,local24,74505,16851,1547,45,701,47,699,28810,13.080428954423592,25.0
job_new4,h0,74505,0,0,0,0,0,0,0,,
rgv_new2,h0,74512,0,0,0,0,0,0,0,,
job_new2,h0,74502,0,0,0,0,0,0,0,,
tour_new4,refit32,74502,19202,1414,38,730,0,0,0,4.96875,8.0
tour_new3,refit32,74506,18679,1169,24,743,0,0,0,3.973924380704042,8.0
tour_new4,refit32,74504,18678,1339,38,723,0,0,0,4.227332457293035,8.0
job_new2,refit32,74508,19437,1640,39,751,0,0,0,5.413924050632912,8.0
job_new2,local24,74512,17491,1657,44,735,45,734,30440,13.489088575096277,25.0
rgv_new3,h0,74509,0,0,0,0,0,0,0,,
rgv_new2,refit32,74502,18716,2157,17,751,0,0,0,5.303385416666667,8.0
job_new2,fast_h0,74506,11290,1709,53,711,0,0,0,5.705497382198953,8.0
job_new4,refit32,74506,18658,1374,36,727,0,0,0,4.235910878112713,8.0
rgv_new1,refit32,74512,19394,2216,9,770,0,0,0,6.174582798459563,8.0
tour_new3,fast_h0,74510,10259,1181,31,740,0,0,0,3.6316472114137484,8.0
job_new3,h0,74509,0,0,0,0,0,0,0,,
job_new3,local24,74512,17688,1615,41,739,41,739,31256,13.67051282051282,25.0
job_new1,h0,74510,0,0,0,0,0,0,0,,
rgv_new2,refit32,74503,18411,1935,15,749,0,0,0,4.641361256544503,8.0
rgv_new2,h0,74507,0,0,0,0,0,0,0,,
tour_new3,h0,74509,0,0,0,0,0,0,0,,
rgv_new4,refit32,74501,18741,2321,20,719,0,0,0,5.7672530446549395,8.0
tour_new1,fast_h0,74501,11737,1546,34,756,0,0,0,5.877215189873418,8.0
tour_new2,refit32,74510,19306,1441,44,723,0,0,0,5.146023468057367,8.0
tour_new4,h0,74503,0,0,0,0,0,0,0,,
rgv_new1,fast_h0,74510,11285,2345,14,752,0,0,0,6.514360313315927,8.0
tour_new2,h0,74502,0,0,0,0,0,0,0,,
rgv_new4,local24,74502,16124,2251,17,759,66,710,36262,12.545103092783505,25.0
rgv_new3,refit32,74510,19270,2150,14,762,0,0,0,5.953608247422681,8.0
rgv_new2,h0,74505,0,0,0,0,0,0,0,,
tour_new4,refit32,74508,19064,1469,46,720,0,0,0,4.8733681462141,8.0
job_new2,local24,74511,17593,1593,47,723,44,726,29482,13.696103896103896,25.0
job_new1,refit32,74506,18848,1210,26,736,0,0,0,4.275590551181103,8.0
tour_new2,refit32,74507,19365,1350,33,738,0,0,0,5.0778210116731515,8.0
rgv_new4,refit32,74503,19048,1902,13,773,0,0,0,5.2798982188295165,8.0
job_new2,refit32,74506,19284,1668,52,711,0,0,0,5.441677588466579,8.0
rgv_new1,fast_h0,74503,11457,2273,8,765,0,0,0,6.584734799482535,8.0
tour_new3,local24,74504,14895,1119,24,756,27,753,29637,9.453846153846154,25.0
rgv_new3,local24,74507,15139,2355,14,754,56,712,36957,11.528645833333334,25.0
tour_new4,local24,74504,16792,1381,39,729,42,726,28685,12.412760416666666,25.0
rgv_new3,local24,74501,15946,2584,10,752,62,700,38860,12.979002624671915,25.0
tour_new1,local24,74512,18681,1498,39,743,47,735,32723,14.755754475703325,25.0
job_new4,local24,74504,15743,1227,30,732,35,727,26532,10.931758530183727,25.0
job_new4,h0,74504,0,0,0,0,0,0,0,,
rgv_new3,refit32,74503,18983,1952,10,778,0,0,0,5.24746192893401,8.0
tour_new4,local24,74502,16997,1340,37,719,39,717,28934,12.826719576719576,25.0
rgv_new2,fast_h0,74502,10359,2187,14,762,0,0,0,5.033505154639175,8.0
job_new3,fast_h0,74502,11067,1430,30,752,0,0,0,4.932225063938619,8.0
job_new3,fast_h0,74505,11106,1485,38,727,0,0,0,5.1647058823529415,8.0
job_new2,refit32,74510,19345,1605,53,724,0,0,0,5.341055341055341,8.0
tour_new2,fast_h0,74503,10743,1233,15,753,0,0,0,4.34375,8.0
tour_new1,h0,74502,0,0,0,0,0,0,0,,
tour_new2,h0,74509,0,0,0,0,0,0,0,,
rgv_new4,refit32,74505,18826,1984,12,778,0,0,0,5.075949367088608,8.0
job_new2,local24,74503,17170,1408,31,737,36,732,29824,12.940104166666666,25.0
rgv_new2,refit32,74512,18522,2128,10,772,0,0,0,4.923273657289003,8.0
rgv_new2,local24,74505,13958,2567,8,765,63,710,34189,10.20051746442432,25.0
job_new4,local24,74506,14436,1137,29,744,33,740,24768,8.96895213454075,25.0
rgv_new2,h0,74510,0,0,0,0,0,0,0,,
rgv_new2,local24,74502,14622,2180,16,758,55,719,33682,10.545219638242894,25.0
tour_new4,fast_h0,74509,10938,1486,38,723,0,0,0,4.972404730617608,8.0
job_new3,fast_h0,74504,10956,1616,46,735,0,0,0,5.034571062740077,8.0
tour_new1,fast_h0,74505,11472,1573,42,700,0,0,0,5.936657681940701,8.0
rgv_new4,local24,74507,15046,2558,19,736,72,683,34727,11.872847682119206,25.0
rgv_new1,refit32,74509,19419,2156,6,755,0,0,0,6.274638633377135,8.0
rgv_new4,fast_h0,74504,10482,2288,20,744,0,0,0,5.4057591623036645,8.0
tour_new1,refit32,74510,19829,1762,57,718,0,0,0,6.1819354838709675,8.0
rgv_new4,h0,74503,0,0,0,0,0,0,0,,
rgv_new1,refit32,74501,19206,2411,12,749,0,0,0,6.329829172141919,8.0
tour_new3,fast_h0,74512,10429,1184,18,761,0,0,0,3.816431322207959,8.0
job_new1,refit32,74502,18740,1232,31,739,0,0,0,4.119480519480519,8.0
job_new3,fast_h0,74506,11471,1829,54,723,0,0,0,5.997425997425998,8.0
job_new4,local24,74509,14366,1132,30,730,32,728,23806,9.023684210526316,25.0
rgv_new2,local24,74510,13581,2037,10,750,47,713,32499,9.18157894736842,25.0
tour_new4,local24,74512,16007,1414,38,724,39,723,27290,11.523622047244094,25.0
rgv_new2,fast_h0,74511,10533,1898,15,748,0,0,0,4.968545216251639,8.0
tour_new1,fast_h0,74511,11398,1603,38,716,0,0,0,5.7838196286472146,8.0
rgv_new3,local24,74504,14929,2023,9,778,48,739,36570,10.561626429479034,25.0
rgv_new3,h0,74503,0,0,0,0,0,0,0,,
tour_new2,local24,74505,15492,1109,16,764,20,760,32681,10.206410256410257,25.0
job_new2,local24,74504,18358,1518,36,738,42,732,31339,14.516795865633075,25.0
tour_new4,refit32,74501,18626,1251,35,731,0,0,0,4.016971279373368,8.0
tour_new1,h0,74501,0,0,0,0,0,0,0,,
job_new4,refit32,74503,19016,1414,49,711,0,0,0,4.776315789473684,8.0
tour_new4,refit32,74509,19174,1536,41,728,0,0,0,5.084525357607282,8.0
job_new2,fast_h0,74502,11596,1554,37,739,0,0,0,5.811855670103093,8.0
tour_new1,fast_h0,74503,11259,1595,38,728,0,0,0,5.5013054830287205,8.0
job_new1,refit32,74508,18748,1129,22,742,0,0,0,4.027486910994765,8.0
rgv_new3,refit32,74511,19095,2470,13,747,0,0,0,6.269736842105263,8.0
job_new2,local24,74510,17768,1491,39,730,41,728,29797,13.808842652795839,25.0
job_new1,h0,74504,0,0,0,0,0,0,0,,
tour_new1,local24,74511,17277,1453,39,722,41,720,29828,13.258869908015768,25.0
rgv_new3,h0,74511,0,0,0,0,0,0,0,,
job_new1,refit32,74503,18979,1200,29,729,0,0,0,4.45778364116095,8.0
rgv_new2,refit32,74504,18599,1914,16,746,0,0,0,4.8727034120734904,8.0
rgv_new1,h0,74510,0,0,0,0,0,0,0,,
job_new3,refit32,74507,19353,1562,39,733,0,0,0,5.330310880829016,8.0
job_new2,h0,74507,0,0,0,0,0,0,0,,
rgv_new2,h0,74504,0,0,0,0,0,0,0,,
rgv_new4,local24,74506,14083,1901,9,765,47,727,34562,9.488372093023257,25.0
job_new1,refit32,74510,18761,1196,29,729,0,0,0,4.16490765171504,8.0
tour_new4,local24,74508,16107,1385,42,728,42,728,27628,11.496103896103897,25.0
tour_new2,fast_h0,74501,10755,1214,24,745,0,0,0,4.328998699609883,8.0
tour_new1,local24,74502,17101,1379,39,738,38,739,29546,12.664092664092664,25.0
job_new1,h0,74512,0,0,0,0,0,0,0,,
job_new4,h0,74503,0,0,0,0,0,0,0,,
job_new3,refit32,74509,19319,1766,49,703,0,0,0,5.69813829787234,8.0
tour_new1,h0,74504,0,0,0,0,0,0,0,,
tour_new3,refit32,74510,18879,1219,30,752,0,0,0,4.217391304347826,8.0
job_new3,fast_h0,74508,10731,1444,42,722,0,0,0,4.62696335078534,8.0
tour_new4,h0,74510,0,0,0,0,0,0,0,,
rgv_new4,refit32,74507,18797,1798,16,731,0,0,0,5.080321285140562,8.0
job_new1,local24,74504,14986,1118,28,756,29,755,26109,9.520408163265307,25.0
job_new1,fast_h0,74510,10595,1194,30,712,0,0,0,4.243935309973046,8.0
tour_new1,fast_h0,74510,11431,1683,51,709,0,0,0,5.886842105263158,8.0
tour_new1,h0,74509,0,0,0,0,0,0,0,,
