task,kind,algorithm,seed,budget,fe,physical_calls,seconds,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,overrides,extra_pure_proposals,neighbor_builds,neighbor_cache_hits,neighbor_filter_checks,model_fits,predictions,unique_evaluated
rgv_new2,rgv,refit32,74503,1024,1024,1024,6.4620767330000035,0.11150187953058546,0.0018025045645556387,0.00047755491666665967,0.8333333333333334,False,5,6,0.0018025045645556387,0.0018025045726244961,0.00047755491881566287,216,38764,0,0,0,30,4506,963
rgv_new4,rgv,nsga2_typed,74502,1024,1024,1024,1.7527905189999728,0.11266264096754904,0.002063634762729428,0.0005815459902470098,0.8571428571428571,False,7,7,0.002063634762729428,0.002063634779657043,0.000581545994077441,0,0,0,0,0,0,0,1022
rgv_new2,rgv,h0,74507,1024,1024,1024,9.060725623000053,0.08470066840335319,0.0,0.0,1.0,True,6,6,0.0,0.0,0.0,189,38499,0,0,0,15,4650,979
tour_new3,tour,h0,74509,1024,1024,1024,10.017434970000068,0.0675052142326351,0.0,0.0,1.0,True,19,19,0.0,0.0,0.0,19,45671,0,0,0,15,3945,944
rgv_new4,rgv,refit32,74501,1024,1024,1024,5.260785053999825,0.0579198806895013,0.0,0.0,1.0,True,7,7,0.0,0.0,0.0,254,29521,0,0,0,30,5222,998
job_new4,job,nsga2_typed,74505,1024,1024,1024,3.822051377999969,0.19100384787592156,0.01928911398011016,0.009503387467444219,0.8333333333333334,False,23,24,0.01928911398011016,0.01928911398546845,0.009123251968896514,0,0,0,0,0,0,0,952
tour_new4,tour,local24_random,74509,1024,1024,1024,1.5420984009999756,0.0917505906652866,0.00011498821793616224,0.00015264218064516127,0.967741935483871,False,31,31,0.00011498821793616224,0.000114988218422455,0.0001526421810294239,427,0,46,715,25740,0,0,974
tour_new2,tour,nsga_local24,74503,1024,1024,1024,3.295130934999861,0.09099048112289204,0.0006915318464574048,0.0003470553882352941,0.8823529411764706,False,15,17,0.0006915318464574048,0.0006915318524701554,0.0003277745362105506,49,0,66,707,28237,15,10341,978
rgv_new1,rgv,local24_random,74509,1024,1024,1024,1.358486252000148,0.11402801680483084,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,396,0,34,725,37256,0,0,993
rgv_new4,rgv,nsga2_typed,74501,1024,1024,1024,1.6642713549999826,0.03829807460102201,1.2692348205486205e-05,0.0003434983428571451,0.8571428571428571,False,7,7,1.2692348205486205e-05,1.2692348128925077e-05,0.00034349833975802095,0,0,0,0,0,0,0,1017
job_new4,job,fast_v10,74501,1024,1024,1024,3.927327719999994,0.11570786214514703,0.015956342186981838,0.005501398266666669,0.9166666666666666,False,23,24,0.015956342186981838,0.015956342185447447,0.005281342335730064,0,0,0,0,0,0,0,943
tour_new1,tour,fast_h0,74501,1024,1024,1024,2.449054391000118,0.07800795930747745,0.00035889448876713,0.00022346543571428564,0.9642857142857143,False,27,28,0.00035889448876713,0.00035889448911453437,0.00022346543629873878,39,32295,0,0,0,15,5603,1006
tour_new1,tour,nsga_local24,74510,1024,1024,1024,2.6466834580000977,0.10499071344379826,0.00035889448876713,0.00022346543571428564,0.9642857142857143,False,27,28,0.00035889448876713,0.00035889448911453437,0.00022346543629873878,92,0,84,691,27998,15,11082,979
tour_new2,tour,refit32,74510,1024,1024,1024,4.587411833000033,0.09534268588823222,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,37,36810,0,0,0,30,4907,992
rgv_new2,rgv,fast_v10,74509,1024,1024,1024,1.9423104789998433,0.15232586570239798,0.0018025045645556387,0.00047755491666665967,0.8333333333333334,False,5,6,0.0018025045645556387,0.0018025045726244961,0.00047755491881566287,0,0,0,0,0,0,0,992
tour_new4,tour,h0,74503,1024,1024,1024,4.200252797999838,0.056611677619534485,0.0,0.0,1.0,True,31,31,0.0,0.0,0.0,42,36682,0,0,0,15,5086,992
rgv_new1,rgv,fast_h0,74510,1024,1024,1024,3.039234872000179,0.12458521658903746,0.008543861945606988,0.002504405473056643,0.8,False,5,5,0.008543861945606988,0.008543861964532521,0.002504405476783931,138,24451,0,0,0,15,5950,1013
job_new2,job,nsga_local24,74503,1024,1024,1024,1.3287597899998218,0.10611720551066013,0.0003668166726419495,0.0005765597999999991,0.9642857142857143,False,27,28,0.0003668166726419495,0.00036681667380421355,0.0005765598014674086,65,0,86,689,29431,15,11608,981
rgv_new4,rgv,nsga_local24,74505,1024,1024,1024,1.0472016180001447,0.08200774330524137,0.005965403603257758,0.001207243457142864,0.8571428571428571,False,6,7,0.005965403603257758,0.005965403620548808,0.001207243460764586,301,0,106,670,39034,15,16237,1024
tour_new2,tour,fast_v10,74504,1024,1024,1024,1.7448529820001113,0.1414990905789845,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,0,0,0,0,0,0,0,984
tour_new2,tour,h0,74502,1024,1024,1024,6.220728390999966,0.12556744821083654,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,31,38448,0,0,0,15,4726,989
rgv_new2,rgv,fast_v10,74506,1024,1024,1024,2.221849726999835,0.09529779969316053,0.0,0.0,1.0,True,6,6,0.0,0.0,0.0,0,0,0,0,0,0,0,992
rgv_new4,rgv,local24,74502,1024,1024,1024,2.8030012520000582,0.09825128352898461,0.005965403603257758,0.001207243457142864,0.8571428571428571,False,6,7,0.005965403603257758,0.005965403620548808,0.001207243460764586,181,0,66,710,36262,15,10695,1007
rgv_new3,rgv,refit32,74510,1024,1024,1024,5.200319524999941,0.1347265303168131,0.0,0.0,1.0,True,4,4,0.0,0.0,0.0,180,28874,0,0,0,30,5580,998
rgv_new2,rgv,h0,74505,1024,1024,1024,6.517881101000057,0.0724101114770278,0.0,0.0,1.0,True,6,6,0.0,0.0,0.0,259,37171,0,0,0,15,4752,992
tour_new3,tour,nsga2_typed,74508,1024,1024,1024,2.868001080999875,0.1886161040501536,0.007215716916139184,0.0035618540631578944,0.8947368421052632,False,17,19,0.007215716916139184,0.007215716911660035,0.003561854061290052,0,0,0,0,0,0,0,961
tour_new4,tour,nsga2_typed,74508,1024,1024,1024,2.337898154999948,0.12015512132100462,0.000545721638583349,0.00014559365806451522,0.8709677419354839,False,27,31,0.000545721638583349,0.0005457216323005859,0.00014559365570216028,0,0,0,0,0,0,0,986
tour_new4,tour,refit32,74508,1024,1024,1024,4.543874406999976,0.0713095916933917,0.00029742888390262663,0.0001222472129032258,0.967741935483871,False,30,31,0.00029742888390262663,0.0002974288858407821,0.0001222472137248585,44,39431,0,0,0,30,4693,979
job_new2,job,local24,74511,1024,1024,1024,2.3275255519999973,0.13181555088161837,0.0020651463537699655,0.001132057035714285,0.9285714285714286,False,26,28,0.0020651463537699655,0.0020651463616447466,0.0011320570396091238,39,0,44,726,29482,15,11506,1001
job_new1,job,refit32,74506,1024,1024,1024,5.08439492399998,0.0981222284787093,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,22,43676,0,0,0,30,4218,961
tour_new2,tour,refit32,74507,1024,1024,1024,4.430026941000051,0.08143231525326677,0.0,0.0,1.0,True,17,17,0.0,0.0,3.0839528461809902e-18,25,37481,0,0,0,30,4875,987
rgv_new4,rgv,refit32,74503,1024,1024,1024,3.7596961070000816,0.07018404538814146,0.0005760915736788369,0.0007633296428571428,0.8571428571428571,False,7,7,0.0005760915736788369,0.0005760915789585081,0.0007633296439067211,230,35310,0,0,0,30,5110,981
job_new2,job,refit32,74506,1024,1024,1024,4.281650980999984,0.12052325810493562,0.0017440828522802744,0.0007622896285714281,0.8928571428571429,False,26,28,0.0017440828522802744,0.001744082847863106,0.0007622896285754047,48,33883,0,0,0,30,5112,991
rgv_new1,rgv,fast_h0,74503,1024,1024,1024,3.1831394989999353,0.1090004429404339,0.0,0.0,1.0,True,5,5,0.0,0.0,0.0,139,25553,0,0,0,15,6050,1009
rgv_new3,rgv,nsga2_typed,74505,1024,1024,1024,1.4818941959999847,0.11463820689818834,0.0,0.0,1.0,True,4,4,0.0,0.0,0.0,0,0,0,0,0,0,0,1017
tour_new3,tour,local24,74504,1024,1024,1024,1.8418468379998103,0.07412305468197657,0.0,0.0,1.0,True,19,19,0.0,0.0,0.0,26,0,27,753,29637,15,8334,970
